"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Proteoglycans in cancer","134/205",6.77714473012911e-05,0.000722895437880438,0,0,1.75254135883108,16.8232922128565,"ARAF;IHH;ELK1;FGF2;TNF;ACTB;CCND1;PLAU;MYC;AKT3;KDR;AKT1;PLCE1;PRKACA;MAP2K2;WNT5B;PRKCB;HGF;WNT5A;ANK2;PRKCA;ANK3;ANK1;HSPG2;TIAM1;EZR;DDX5;SDC2;TWIST2;ITPR1;PIK3R3;TWIST1;ITPR2;ITPR3;IQGAP1;PIK3R1;HIF1A;VTN;WNT6;RRAS;WNT4;SMAD2;WNT10B;FZD3;WNT10A;FZD2;TGFB1;FZD5;CAV3;FZD4;FZD7;FZD6;RDX;FN1;IGF2;FZD8;MSN;IGF1;ESR1;COL1A1;COL1A2;SDC1;GRB2;HPSE;FGFR1;ITGB1;CDKN1A;WNT2B;ITGB5;ITGB3;PIK3CD;PIK3CB;SHH;CTSL;CASP3;TIMP3;ITGAV;HRAS;VAV3;PPP1R12A;PDPK1;ITGA2;MMP2;GAB1;PLAUR;RRAS2;WNT9A;NUDT16L1;MMP9;RHOA;VAV1;DCN;CTTN;HCLS1;ARHGEF1;ITGA5;SOS1;TLR4;PPP1R12C;SOS2;CD44;TLR2;CD63;CAMK2D;ROCK2;SRC;WNT8B;CBL;HOXD10;THBS1;CDC42;NRAS;PAK1;ERBB3;ERBB4;GPC1;GPC3;FLNA;DROSHA;FLNB;FLNC;EIF4B;LUM;STAT3;WNT7A;MAPK14;MTOR;VEGFA;MAPK13;MAPK11;RPS6KB2;FAS;KRAS;PTPN6"
"Longevity regulating pathway","72/102",9.70507659695266e-05,0.00100181435839511,0,0,2.224753050552,20.5573330106334,"CLPB;IRS1;EHMT2;EHMT1;PIK3CD;PIK3CB;RPTOR;STK11;CREB3L3;SESN3;CREB3L4;SESN1;AKT3;CREB3L2;SESN2;AKT1;PRKACA;HRAS;APPL1;PRKAB2;TSC2;TSC1;ATG13;PRKAB1;SIRT1;CREB3;ADCY9;CREB1;CAT;ULK1;PPARG;CRYAB;CREB5;HDAC2;PRKAA1;PRKAA2;HDAC1;ADCY4;PIK3R3;ADCY3;PIK3R1;ADCY1;ADIPOR1;FOXO3;ADIPOR2;ADCY7;FOXO1;ADCY6;RELA;ADCY5;CAMKK2;NRAS;EIF4EBP1;EIF4EBP2;PPARGC1A;ATG5;HSPA8;KL;INSR;HSPA2;IGF1;SOD2;NFKB1;MTOR;SOD1;RHEB;CAMK4;RPS6KB2;BAX;KRAS;HSPA1B;HSPA1A"
"Adipocytokine signaling pathway","51/69",0.000157140254821801,0.00157140254821801,0,0,2.62439998711382,22.9854708616151,"IRS1;TRADD;SLC2A1;SLC2A4;TNF;STK11;AKT3;LEPR;AKT1;CD36;IKBKG;CPT1A;PRKAB2;CHUK;ACSL1;ACSL4;TRAF2;ACSL3;CPT1C;TNFRSF1B;CPT1B;PRKAB1;TNFRSF1A;ACSBG1;PRKCQ;PPARA;PRKAA1;PRKAA2;ADIPOR1;ACACB;ADIPOR2;RELA;CAMKK2;RXRB;MAPK9;SOCS3;RXRA;NPY;PCK1;PPARGC1A;RXRG;PCK2;STAT3;G6PC1;MTOR;NFKB1;MAPK10;NFKBIA;G6PC3;NFKBIE;NFKBIB"
"TNF signaling pathway","77/112",0.000224624449918466,0.00209240565893238,0,0,2.03927913961825,17.1321485437609,"CSF2;CSF1;TRADD;PIK3CD;TNFAIP3;CXCL1;PIK3CB;CXCL3;TNF;CXCL2;CX3CL1;CXCL5;ICAM1;CASP7;CASP8;CREB3L3;CREB3L4;CASP3;AKT3;CREB3L2;AKT1;MAP3K8;IKBKG;JUNB;MAP3K5;MAP2K3;EDN1;CHUK;RIPK3;IL15;MMP3;TRAF2;FOS;TRAF1;TNFRSF1B;MMP9;TNFRSF1A;CREB3;MMP14;CREB1;TRAF3;IL1B;IRF1;LTA;BIRC2;BIRC3;CREB5;CEBPB;PIK3R3;PIK3R1;PTGS2;RELA;SOCS3;MAPK9;BAG4;CCL5;CCL2;JUN;VCAM1;MLKL;CCL20;LIF;VEGFD;CFLAR;MAPK14;NFKB1;MAPK13;NFKBIA;MAPK10;CXCL10;MAPK11;IL6;BCL3;FAS;TAB1;MAP3K14;IL18R1"
"Fatty acid degradation","34/43",0.000225307913113838,0.00209240565893238,0,0,3.4967408550967,29.3657786223231,"GCDH;ACADVL;ACAA2;ECHS1;ECI1;ECI2;ADH7;ACAT2;ADH5;ACAT1;ACADL;ALDH1B1;ALDH2;CPT2;ACADM;HADH;ACADS;CPT1A;ACSL1;ACSL4;ACSL3;CPT1C;ACADSB;CPT1B;ALDH3A2;HADHB;HADHA;CYP2U1;ACOX1;EHHADH;ACSBG1;ACOX3;ALDH7A1;ALDH9A1"
"PD-L1 expression and PD-1 checkpoint pathway in cancer","63/89",0.000228856868945729,0.00209240565893238,0,0,2.24512671653455,18.8195811181249,"ALK;PIK3CD;CD3G;PIK3CB;CD3E;CD3D;PPP3CC;AKT3;AKT1;IKBKG;HRAS;JAK1;MAP2K3;BATF2;BATF3;MAP2K2;TICAM2;CHUK;CSNK2A1;IFNGR1;IFNGR2;FOS;TICAM1;TIRAP;EML4;ZAP70;LCK;CSNK2B;TLR9;PRKCQ;TLR4;TLR2;CD274;PIK3R3;PIK3R1;HIF1A;RASGRP1;RELA;NRAS;JUN;EGF;STAT1;STAT3;NFATC2;NFATC1;MAPK14;MTOR;NFKB1;BATF;MAPK13;NFKBIA;MAPK11;CD4;RPS6KB2;CD28;KRAS;PTPN6;CD247;PDCD1;NFKBIE;LAT;MYD88;NFKBIB"
"C-type lectin receptor signaling pathway","72/104",0.000254881406880054,0.00221393781487324,0,0,2.08527019174898,17.2550106793703,"PIK3CD;CALML3;CBLB;CALML4;LSP1;PIK3CB;TNF;PYCARD;CASP8;PPP3CC;AKT3;CASP1;AKT1;IKBKG;HRAS;IKBKE;FCER1G;CHUK;KSR1;SYK;PRKCD;RRAS2;RHOA;CLEC4D;IL23A;IL1B;IRF1;MAPKAPK2;CLEC4E;IRF9;SRC;ITPR1;ITPR2;PIK3R3;ITPR3;BCL10;PIK3R1;PTGS2;MALT1;RELA;RELB;MAPK9;NRAS;PAK1;RRAS;CLEC7A;NLRP3;CCL17;PLK3;EGR2;JUN;EGR3;CCL22;STAT1;STAT2;CARD9;NFATC2;NFATC1;MAPK14;NFKB1;NFATC4;NFKB2;MAPK13;NFKBIA;MAPK10;MAPK11;IL6;BCL3;KRAS;CALM1;CALM2;MAP3K14"
"Cellular senescence","103/156",0.000255986559844719,0.00221393781487324,0,0,1.80257314871663,14.9079750399776,"RB1;SERPINE1;CALML3;CALML4;ETS1;CCND3;CCND2;CCND1;CHEK2;MYC;RASSF5;AKT3;CHEK1;CAPN2;AKT1;CAPN1;NBN;MAP2K3;MAP2K2;FBXW11;HUS1;TSC2;TSC1;CDC25A;CCNE2;CCNE1;MAPKAPK2;VDAC3;VDAC2;VDAC1;PPID;ITPR1;ITPR2;PIK3R3;GATA4;ITPR3;PIK3R1;FOXO3;FOXO1;ZFP36L1;CCNB2;CCNB1;RRAS;EIF4EBP1;TRPM7;SMAD2;SMAD3;TGFB1;GADD45B;GADD45A;TGFB3;NFATC2;NFATC1;NFKB1;GADD45G;NFATC4;IL6;CDK6;CDK4;RHEB;TRPV4;CDK2;CDK1;CALM1;RAD9B;CALM2;MCU;RAD9A;CDKN1A;PIK3CD;PIK3CB;FOXM1;PPP3CC;MYBL2;HRAS;LIN52;RRAS2;SIRT1;TGFBR1;TGFBR2;CCNA2;RBL2;RBL1;SLC25A5;SLC25A4;LIN37;LIN9;RELA;NRAS;E2F1;E2F2;E2F3;HIPK4;CDKN2B;CDKN2A;HIPK1;MAPK14;HIPK3;MTOR;MAPK13;MAPK11;RAD50;KRAS"
"FoxO signaling pathway","88/131",0.000292075113872457,0.00245957990629438,0,0,1.89743983037466,15.4423132046831,"CDKN1A;IRS1;SETD7;ARAF;FBXO25;PIK3CD;PIK3CB;SLC2A4;STK11;CCND2;CCND1;AKT3;TNFSF10;AKT1;HOMER3;SKP2;HRAS;GABARAPL2;GABARAPL1;PRKAB2;USP7;MAP2K2;CHUK;PDPK1;PRMT1;CSNK1E;PRKAB1;SIRT1;ATG12;TGFBR1;TGFBR2;RBL2;CAT;SGK1;SOS1;SGK2;SOS2;PRKAA1;PRKAA2;AGAP2;PIK3R3;FOXO4;PIK3R1;FOXO3;STK4;FOXO1;GABARAP;CCNB2;MAPK9;CCNB1;NRAS;BCL2L11;PCK1;PCK2;PLK4;CDKN2D;PLK3;CDKN2B;SMAD3;TGFB1;GADD45B;HOMER1;GADD45A;TGFB3;EGF;INSR;PLK2;BNIP3;PLK1;STAT3;IGF1;FBXO32;MAPK14;SOD2;G6PC1;KLF2;GADD45G;MAPK13;MAPK10;MAPK11;IL6;G6PC3;BCL6;CCNG2;CDK2;GRB2;KRAS;IL7R"
"Tryptophan metabolism","33/42",0.000346478622743839,0.00277810910932603,0,0,3.39356809776491,27.0388966831134,"GCDH;DDC;TPH1;ECHS1;HAAO;DLST;ACAT2;ACAT1;ACMSD;DHTKD1;ALDH1B1;ALDH2;KYNU;AFMID;AOX1;CYP1B1;HADH;AOC1;AADAT;KMO;INMT;ALDH3A2;HADHA;EHHADH;CAT;CYP1A1;KYAT3;KYAT1;ALDH8A1;IDO2;ALDH7A1;DLD;ALDH9A1"
"PI3K-Akt signaling pathway","216/354",0.000347263638665753,0.00277810910932603,0,0,1.45484358586764,11.5884493625452,"PPP2R2A;CREB3L3;CREB3L4;MYC;AKT3;CREB3L2;MYB;KDR;AKT1;PRKCA;EREG;DDIT4;EPHA2;LPAR1;PDGFB;PDGFA;PIK3R3;LPAR3;PIK3R1;PIK3R6;PIK3R5;CD19;PDGFD;PCK1;PCK2;NGFR;INSR;FN1;IGF2;IGF1;GNG12;GNG11;COL1A1;COL1A2;LPAR5;LPAR6;GRB2;COL9A2;CDKN1A;BRCA1;AREG;GYS2;RPTOR;GYS1;GNGT2;IKBKG;HRAS;JAK3;JAK1;SYK;OSMR;KIT;SGK1;SGK2;TLR4;TLR2;TNXB;PKN3;RELA;NRAS;RELN;RXRA;NTF3;SPP1;OSM;VEGFB;VEGFD;VEGFA;CSF3;CSF3R;CSF1;EPO;IRS1;ITGA2B;TNC;FGF1;FGF2;CCND3;FGF7;STK11;CCND2;CCND1;FGF9;IBSP;IFNAR2;PDGFRB;PDGFRA;MAP2K2;HGF;F2R;MAGI2;TSC2;TSC1;PRLR;PGF;CCNE2;COL4A2;CCNE1;COL4A1;COL4A4;COL4A3;COL4A6;IFNAR1;EFNA5;FOXO3;EFNA4;VTN;BCL2L11;EIF4EBP1;THEM4;MCL1;BDNF;G6PC1;NFKB1;NR4A1;IL6;CDK6;EFNA2;G6PC3;CDK4;IL7;RHEB;ITGA10;CDK2;FGF18;GNB1;ITGA11;GNB4;FGFR4;IL7R;FGFR3;FGFR2;BCL2L1;FGFR1;ITGB1;FLT1;ITGB5;FLT3;ITGB4;LAMC3;FLT4;ITGB3;PIK3CD;LAMC2;LAMC1;PIK3CB;PIK3CG;CASP9;GHR;YWHAQ;ITGB8;ITGAV;ITGB7;ITGB6;YWHAG;YWHAH;CHUK;ITGA4;ITGA3;PDPK1;ITGA2;ITGA1;PPP2R5B;PPP2R5A;PPP2R5C;NGF;RBL2;CREB3;CREB1;COL6A2;COL6A1;IL3RA;COL6A3;ITGA7;COL6A6;ITGA5;SOS1;SOS2;CREB5;ITGA9;LAMA5;PRKAA1;PRKAA2;LAMA2;LAMA1;LAMA4;LAMA3;IL2RG;THBS2;THBS1;THBS4;THBS3;GNG2;ERBB3;ERBB4;GNG4;GNG8;EIF4B;NTRK1;ANGPT4;NTRK2;LAMB3;BAD;EGF;NOS3;LAMB1;EPOR;MTOR;PPP2R2C;PPP2R2B;IL2RA;IL2RB;RPS6KB2;KRAS;TEK;PIK3AP1"
"Apoptosis","94/142",0.000407242081717436,0.00314483350874777,0,0,1.81579160196687,14.1742558247452,"HRK;TRADD;PIK3CD;CTSW;PIK3CB;TNF;ACTB;CTSS;LMNB2;BBC3;LMNB1;CASP9;CASP7;TUBA1B;CASP12;CASP8;TUBA1A;AIFM1;CASP6;CTSL;CASP3;CTSK;AKT3;CAPN2;TNFSF10;AKT1;CASP2;CTSH;CAPN1;CTSF;IKBKG;CTSD;HRAS;CTSC;MAP3K5;BOK;CTSB;DFFB;PARP3;ENDOG;MAP2K2;APAF1;CHUK;PARP2;PDPK1;TRAF2;FOS;TRAF1;NGF;TUBA4A;TNFRSF1A;IL3RA;BIRC5;BIRC6;BIRC2;BIRC3;BECN1;ITPR1;HTRA2;ITPR2;PIK3R3;CSF2RB;ITPR3;PIK3R1;RELA;MAPK9;NRAS;BCL2L11;LMNA;PMAIP1;BAK1;BID;MCL1;NTRK1;NGFR;JUN;GADD45B;GADD45A;BAD;TNFRSF10B;GZMB;CFLAR;SEPTIN4;PTPN13;NFKB1;GADD45G;NFKBIA;MAPK10;CYCS;BAX;FAS;KRAS;MAP3K14;BCL2L1"
"Salmonella infection","156/249",0.000412759398023145,0.00314483350874777,0,0,1.55736971735611,12.136030440822,"CYFIP2;CYFIP1;FHOD1;ARPC5L;FBXO22;TNF;ACTB;TXN2;PYCARD;TUBB6;TUBB3;MYC;AKT3;TNFSF10;AKT1;KPNA3;SKP1;DYNC2H1;MAP2K3;MAP2K2;VPS33A;TUBA4A;DYNC1LI1;DYNC1LI2;ELMO1;PFN4;ELMO2;PFN1;MYL9;PFN3;ARL8A;PFN2;ARL8B;RAB5B;RAB5C;TCF7;LY96;KLC1;ACTR3B;MYL12A;KLC4;KLC3;KLC2;RRAS;IRAK1;PODXL;MYO6;NLRP3;NCKAP1L;SNX9;CD14;S100A10;GSDMD;JUN;MLKL;M6PR;TNFRSF10B;ARPC4;ARPC5;NFKB1;MYLPF;NFKBIA;IL6;PTPRC;ARPC2;ARPC3;CYCS;PLEKHM2;TAB1;RAB5A;MYD88;ARPC1B;TRADD;ARPC1A;PIK3CD;PIK3C2G;WASL;PIK3CB;PIK3CG;ACTR1A;TUBA1B;CASP7;ACTR1B;TUBA1A;CASP8;CASP3;CASP4;CASP1;IKBKG;HRAS;ACTR3;ACTR2;ANXA2;RIPK3;CHUK;RIPK2;DYNLT3;IL18;RHOG;RHOH;TRAF2;FOS;IRAK4;DYNLL1;DYNLL2;RHOA;TIRAP;RHOB;DNM2;TNFRSF1A;TUBB2B;TUBB2A;IL1B;RHOJ;TLR9;TLR6;RAB7B;TLR4;GAPDH;BIRC2;TLR2;BIRC3;DYNC1I2;DCTN5;AHNAK;ROCK2;DCTN4;DCTN3;NOD1;SNX33;NLRC4;RELA;CDC42;CYTH3;CYTH2;MAPK9;PAK1;CYTH4;FLNA;FLNB;FLNC;BAK1;PAK3;RILP;WASF3;TCF7L2;TCF7L1;MAPK14;TUBB4A;MAPK13;MAPK10;MAPK11;ABI1;VPS41;BAX;ACTR10"
"Hepatocellular carcinoma","109/168",0.000471014110495718,0.00350522128740999,0,0,1.71350842021511,13.1265411677896,"RB1;SMARCB1;ARAF;ELK1;ACTB;FRAT2;CCND1;MYC;AKT3;AKT1;DPF3;SMARCC1;MAP2K2;WNT5B;PRKCB;HGF;WNT5A;PRKCA;SHC4;SHC2;SHC1;MGST3;TCF7;MGST1;GSTT2;PIK3R3;GSTT1;PIK3R1;WNT6;TERT;DVL1;DVL2;HMOX1;WNT4;GSTM4;SMAD2;WNT10B;FZD3;GSTM2;WNT10A;FZD2;GSTM1;SMAD3;TGFB1;FZD5;GADD45B;FZD4;GADD45A;TGFB3;FZD7;FZD6;IGF2;FZD8;SMARCA2;GADD45G;CDK6;CDK4;GRB2;BCL2L1;GSTM5;CDKN1A;WNT2B;PIK3CD;PIK3CB;HRAS;APC2;PBRM1;GSTO2;GSTO1;ACTL6A;GAB1;AXIN2;WNT9A;ARID1B;TGFBR1;TGFBR2;SOS1;SOS2;SMARCD1;SMARCD2;GSTP1;LRP5;WNT8B;LRP6;NRAS;E2F1;E2F2;E2F3;BAK1;SMARCE1;NQO1;TCF7L2;TCF7L1;TXNRD3;BAD;CDKN2A;CSNK1A1;TXNRD2;TXNRD1;WNT7A;MTOR;GSTA5;GSTA4;GSTA3;GSTA2;GSTA1;RPS6KB2;BAX;KRAS"
"Cell cycle","83/124",0.000510490374320618,0.00371265726778631,0,0,1.87641251788184,14.2234672864418,"RB1;CDKN1C;CDKN1A;MCM7;BUB1B;SMC3;CDC14B;CDC20;CCND3;CCND2;CCND1;PTTG1;YWHAQ;CHEK2;MYC;CDC27;CHEK1;SKP2;YWHAG;SKP1;YWHAH;CDC25C;CDC25A;CDC25B;RBX1;SMC1B;CCNA2;RBL2;DBF4;RBL1;TFDP1;CCNE2;ESPL1;CCNE1;MCM3;ANAPC4;MCM4;MCM5;MCM6;MAD1L1;ANAPC2;MCM2;ANAPC13;HDAC2;PCNA;HDAC1;TTK;PKMYT1;CCNB2;CCNB1;FZR1;ORC6;CDC45;ORC1;ABL1;E2F1;E2F2;SFN;E2F3;BUB3;BUB1;SMAD2;CDKN2D;CDKN2B;SMAD3;TGFB1;CDKN2C;GADD45B;GADD45A;TGFB3;CDKN2A;PLK1;CDC7;CDC6;GADD45G;MAD2L2;STAG1;CDK6;CDK4;CDC16;CDK2;CDK1;MAD2L1"
"NF-kappa B signaling pathway","71/104",0.000534944904684996,0.00377230206155597,0,0,1.99359431440384,15.0184373454604,"CD40;EDA;TRADD;TNFAIP3;CXCL1;TNFRSF13C;CXCL3;TNF;CXCL2;EDA2R;ICAM1;TNFSF13B;PLAU;BLNK;TNFSF11;IKBKG;LBP;PIAS4;EDARADD;TICAM2;CSNK2A1;CHUK;SYK;IL1R1;PRKCB;TRAF2;IRAK4;TRAF1;TICAM1;TIRAP;TNFRSF1A;ZAP70;LCK;TRAF3;IL1B;CSNK2B;BTK;LTA;PRKCQ;LTB;TLR4;CARD11;BIRC2;BIRC3;LY96;BCL10;TNFRSF11A;PTGS2;MALT1;RELA;RELB;IRAK1;CCL4;CD14;LYN;UBE2I;VCAM1;GADD45B;TNFSF14;GADD45A;CFLAR;NFKB1;GADD45G;NFKB2;NFKBIA;CXCL12;TAB1;MAP3K14;LAT;MYD88;BCL2L1"
"Chronic myeloid leukemia","54/76",0.000542268421348671,0.00377230206155597,0,0,2.27325458763974,17.0943049050522,"RB1;CDKN1A;ARAF;PIK3CD;PIK3CB;CCND1;MYC;AKT3;AKT1;IKBKG;HRAS;MAP2K2;CHUK;GAB2;TGFBR1;RUNX1;TGFBR2;BCR;SOS1;SOS2;SHC4;HDAC2;SHC2;CTBP1;HDAC1;SHC1;PIK3R3;PIK3R1;CBL;RELA;NRAS;ABL1;E2F1;E2F2;E2F3;BAK1;STAT5A;STAT5B;SMAD3;TGFB1;GADD45B;BAD;CDKN2A;GADD45A;TGFB3;NFKB1;GADD45G;NFKBIA;CDK6;CDK4;BAX;GRB2;KRAS;BCL2L1"
"Rap1 signaling pathway","133/210",0.000558585658068249,0.00380313639535829,0,0,1.60275428419608,12.0047939984613,"CSF1;ITGA2B;CALML3;CALML4;FGF1;FGF2;ACTB;FGF7;FGF9;RASSF5;AKT3;KDR;AKT1;PLCE1;MAP2K3;PDGFRB;PDGFRA;PRKCI;MAP2K2;PRKCB;HGF;F2R;MAGI2;PRKCA;PGF;TIAM1;ADCY9;PRKD3;PARD3;PFN4;PRKD2;PRKD1;TLN2;PFN1;PFN3;SKAP1;EPHA2;PFN2;FPR1;LPAR1;PDGFB;PDGFA;PIK3R3;LPAR3;PIK3R1;EFNA5;PRKCZ;EFNA4;RAP1GAP;RASGRP3;RAP1B;RRAS;PDGFD;RALGDS;VASP;NGFR;FYB1;INSR;IGF1;GRIN2B;GNAO1;EFNA2;LPAR5;ID1;FGF18;CALM1;FGFR4;CALM2;FGFR3;FGFR2;LAT;FGFR1;ITGB1;DOCK4;FLT1;ITGAM;FLT4;ITGB3;ITGB2;PIK3CD;PIK3CB;SIPA1L2;ITGAL;SIPA1L1;RAC2;RAC3;HRAS;VAV3;NGF;RHOA;VAV1;APBB1IP;PLCB3;ADORA2A;ADORA2B;KIT;RAPGEF1;EVL;LCP2;PLCB1;PLCB2;RAPGEF3;RAPGEF4;RALB;SRC;ADCY4;ADCY3;PARD6G;ADCY1;ADCY7;THBS1;ADCY6;GNAI1;ADCY5;GNAI2;CDC42;NRAS;PARD6B;PARD6A;CNR1;FARP2;ANGPT4;EGF;VEGFB;VEGFD;MAPK14;VEGFA;MAPK13;MAPK11;KRAS;TEK;SIPA1;F2RL3"
"Parathyroid hormone synthesis, secretion and action","72/106",0.000616170783139114,0.00408583947798253,0,0,1.96219708104043,14.504534112644,"CDKN1A;ARAF;ARRB1;ARRB2;PTH1R;MMP25;MMP24;CREB3L3;CREB3L4;CREB3L2;PDE4B;TNFSF11;PDE4A;SOST;PRKACA;MEF2A;SLC34A3;ARHGEF11;SLC34A2;CASR;MEF2C;PRKCB;SLC34A1;PDE4D;PDE4C;PRKCA;FOS;RUNX2;RHOA;CREB3;MMP14;PLCB3;ADCY9;CREB1;MMP15;MMP17;ARHGEF1;PLCB1;PLCB2;CREB5;GCM1;ITPR1;ADCY4;LRP5;ITPR2;ADCY3;ITPR3;ADCY1;ADCY7;ADCY6;GNAI1;PTHLH;PLD2;ADCY5;GNAI2;LRP6;RXRB;CYP27B1;RXRA;GNA11;GNA12;RXRG;EGR1;KL;JUND;VDR;NR4A2;MAFB;CYP24A1;SP1;TRPV5;FGFR1"
"Hepatitis B","105/162",0.000625644170066075,0.00408583947798253,0,0,1.70823809742953,12.6012091140229,"RB1;ARAF;ELK1;TNF;CREB3L3;CREB3L4;MYC;AKT3;CREB3L2;AKT1;MAP2K3;MAP2K2;TICAM2;PRKCB;PRKCA;TICAM1;HSPG2;CCNE2;CCNE1;VDAC3;IFNAR1;PIK3R3;PIK3R1;IRAK1;STAT5A;STAT5B;EGR2;JUN;EGR3;SMAD3;TGFB1;SLC10A1;TGFB3;NFATC2;NFATC1;NFKB1;NFATC4;NFKBIA;IL6;MAVS;CDK2;CYCS;GRB2;TAB1;MYD88;CDKN1A;PIK3CD;PIK3CB;CASP9;IFIH1;CASP12;CASP8;YWHAQ;CASP3;IKBKG;HRAS;IKBKE;JAK3;JAK1;APAF1;ATP6AP1;CHUK;FOS;IRAK4;TYK2;MMP9;TGFBR1;TIRAP;TGFBR2;CCNA2;CREB3;CREB1;TRAF3;IRF7;BIRC5;SOS1;SOS2;TLR4;TLR3;CREB5;TLR2;PCNA;SRC;RELA;MAPK9;NRAS;E2F1;STAT4;E2F2;PTK2B;E2F3;STAT6;BID;MAP3K1;BAD;STAT1;STAT2;STAT3;MAPK14;MAPK13;MAPK10;MAPK11;BAX;FAS;KRAS"
"Epithelial cell signaling in Helicobacter pylori infection","50/70",0.00070827146533292,0.00453293737813069,0,0,2.31494008504059,16.7895268604081,"CXCL1;TCIRG1;CXCL3;CXCL2;CASP3;IKBKG;ATP6V1E1;GIT1;ATP6V0B;ATP6V1G1;ATP6AP1;CHUK;ADAM10;ADAM17;ATP6V1B2;ATP6V0D1;ATP6V0C;ATP6V0D2;ATP6V1B1;ATP6V1A;SRC;NOD1;RELA;CDC42;MAPK9;PAK1;CCL5;CXCR2;ATP6V0A2;ATP6V1H;ATP6V0A4;CSK;ATP6V0E2;ATP6V1G3;ATP6V1D;ATP6V1C1;JAM2;ATP6V0A1;ATP6V1C2;ATP6V1F;LYN;JUN;MAPK14;NFKB1;MAPK13;MAPK10;NFKBIA;TJP1;MAPK11;MAP3K14"
"AMPK signaling pathway","80/120",0.000770283395947717,0.00480182080450523,0,0,1.85345997286296,13.2869950062692,"IRS1;CAB39L;PIK3CD;PPP2R2A;PIK3CB;SLC2A4;ADRA1A;GYS2;RPTOR;GYS1;STK11;EEF2K;CCND1;CREB3L3;CREB3L4;HNF4A;AKT3;CREB3L2;LEPR;AKT1;MLYCD;CD36;RAB8A;RAB2A;SREBF1;CPT1A;PRKAB2;PDPK1;STRADB;PPP2R5B;TSC2;PPP2R5A;TSC1;PPP2R5C;CPT1C;CPT1B;PRKAB1;SIRT1;CCNA2;CREB3;TBC1D1;CREB1;ULK1;PPARG;FBP1;CFTR;FBP2;CREB5;PFKFB1;PFKFB4;PRKAA1;PRKAA2;PIK3R3;PIK3R1;HMGCR;ADIPOR1;FOXO3;ACACB;ADIPOR2;FOXO1;CAMKK2;EIF4EBP1;PCK1;PPARGC1A;PCK2;INSR;IGF1;EEF2;G6PC1;MTOR;RAB11B;PFKL;G6PC3;PPP2R2C;RAB14;RHEB;PPP2R2B;FASN;RPS6KB2;PFKM"
"Yersinia infection","90/137",0.0007802958807321,0.00480182080450523,0,0,1.77501052683724,12.7016866706249,"ITGB1;WIPF1;ARPC1B;WIPF3;ARPC1A;ARPC5L;PIK3CD;PIK3CB;WASL;TNF;ACTB;PYCARD;RPS6KA3;RPS6KA6;RPS6KA2;AKT3;CASP1;RAC2;AKT1;RAC3;IKBKG;MAP2K3;ACTR3;VAV3;ACTR2;MAP2K2;CHUK;ITGA4;IL18;RHOG;TRAF2;FOS;IRAK4;TICAM1;RHOA;VAV1;ZAP70;LCK;IL1B;ELMO1;ELMO2;ARHGEF1;LCP2;ITGA5;ARHGEF7;TLR4;SKAP2;ROCK2;SRC;ARHGEF28;WAS;PIK3R3;PIK3R1;NLRC4;MEFV;ACTR3B;RELA;CDC42;MAPK9;IRAK1;NLRP3;PIP5K1A;CCL2;PTK2B;PIP5K1B;PIP5K1C;WASF2;GIT2;JUN;FYB1;LIMK1;FN1;NFATC2;ARPC4;NFATC1;ARPC5;BAIAP2;MAPK14;NFKB1;MAPK13;NFKBIA;MAPK10;MAPK11;IL6;CD4;ARPC2;ARPC3;TAB1;LAT;MYD88"
"Axon guidance","116/182",0.000865204404278496,0.0051296138557614,0,0,1.63005664503428,11.4960474723213,"EPHB6;SEMA5A;DPYSL5;DPYSL2;CFL1;PLXNC1;EPHB4;EPHB3;SEMA6B;SEMA6C;EPHA7;SEMA6A;UNC5A;WNT5B;UNC5B;SEMA6D;WNT5A;PRKCA;PARD3;EPHA1;MYL9;EPHA3;NGEF;EPHA2;SEMA7A;PIK3R3;PIK3R1;EFNA5;EFNA4;PRKCZ;MYL12A;EFNB2;EFNB1;RRAS;ABL1;PLXNA2;PLXNA1;SRGAP3;SRGAP2;SRGAP1;PLXNA3;WNT4;NTNG2;FZD3;NFATC2;SSH2;BMP7;SSH3;NFATC4;SSH1;CXCL12;EFNA2;FES;PLXNB1;ITGB1;NRP1;ROBO3;ILK;PIK3CD;PIK3CB;RND1;ROBO1;SHH;PPP3CC;BOC;NCK2;RAC2;RAC3;HRAS;NEO1;NCK1;TRPC6;TRPC3;PDPK1;TRPC4;TRPC1;RHOD;RHOA;RGMA;RASA1;CAMK2D;SEMA3C;ROCK2;SEMA3D;SRC;SEMA3A;SEMA3B;NTN4;SEMA3G;CXCR4;PARD6G;NTN1;GNAI1;GNAI2;CDC42;ABLIM1;NRAS;PAK1;PARD6B;PARD6A;ABLIM3;SLIT1;PAK6;FYN;LRIG2;SLIT2;PAK3;PAK2;SEMA4A;SEMA4D;LIMK2;LIMK1;SEMA4C;SEMA4F;SEMA4G;KRAS"
