"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0043122","regulation of canonical NF-kappaB signal transduction",247,0.508664956785635,1.76766967209519,4.53803824216061e-08,8.83055344264809e-07,6.00377159857114e-07,4945,"tags=36%, list=23%, signal=28%","24108/170744/414084/56620/17474/21926/56644/21943/108723/83433/13614/81897/13051/225471/434219/66949/244183/378425/16149/14728/16994/74734/21929/15507/212937/18751/245527/76589/21939/22029/243910/170743/16176/211550/21899/209387/232941/14062/192176/14103/12504/20198/15559/21803/13617/71481/56489/12362/73914/21947/20312/216869/21898/667823/56496/56722/332579/16202/12335/78781/434218/18035/20128/16145/50930/13607/16992/54396/229900/16175/67313/192656/326623/16600/20846/14063/230738/94094/14251/231130/14745/17874/22030/94088/26563/57783/15944/21937/17002"
"GO:0042088","T-helper 1 type immune response",52,0.714454434244637,2.08798843087168,5.27524724768817e-08,1.0233979660515e-06,6.9579417445584e-07,2735,"tags=60%, list=13%, signal=52%","12775/12772/246779/209590/77125/16174/16963/22164/17082/16160/19698/80859/18173/50931/12051/20849/244202/171285/20737/16182/16176/214855/16362/16952/17173/18783/103743/16161/57765/27218/16159"
"GO:0043368","positive T cell selection",47,0.727640671564691,2.0916745228877,5.77015797144062e-08,1.11602874118317e-06,7.5877256199418e-07,3305,"tags=57%, list=15%, signal=49%","15218/240873/210757/30925/16193/16364/20371/17085/16149/53314/19264/12502/14998/16950/12515/12500/20737/252838/12501/22637/21803/16852/57765/12479/16194/94176/13039"
"GO:0050764","regulation of phagocytosis",116,0.596867403706938,1.95793325688382,5.83862563619389e-08,1.12586991936486e-06,7.6546344342618e-07,3173,"tags=39%, list=15%, signal=33%","246746/12266/20296/12775/668101/56644/20390/381484/100038947/16016/14289/14131/83433/19152/14129/751864/12229/24088/105855/320832/15162/14127/14134/16803/19264/20963/22157/83382/69165/18173/217303/16398/16186/18636/106572/21803/19128/14191/227541/16971/12798/22141/16185/17886/94176"
"GO:0015849","organic acid transport",361,-0.353561275392,-1.59274572824855,5.85789869325604e-08,1.126194217244e-06,7.65683929085308e-07,3701,"tags=37%, list=17%, signal=32%","12064/63954/215335/20186/17920/18442/216739/18256/106407/15551/171429/215113/237625/11611/20519/74114/14080/19300/14719/17319/11957/16525/20494/64051/50799/20493/14057/16513/78830/17254/19299/20524/14077/26365/229706/12780/67863/21405/242585/20540/94282/70456/231583/12140/13489/13884/21884/66350/52466/216867/12374/20510/22242/214663/20532/18671/67473/666168/26357/18669/12491/14275/330962/94279/55951/12623/18777/20522/57394/18408/20500/12298/319552/69309/71781/56018/30962/108073/216225/19660/625716/18781/22066/217593/241612/26458/50934/27421/28248/100040843/14412/103098/27376/100705/28250/104245/20517/66859/20518/76257/76408/26367/193034/241877/14081/240332/75497/11421/23957/12895/13117/14725/268860/28254/22599/330064/14411/74087/208890/98256/102570/114644/20503/210463/76574/229699/11833/18399/234564/108114/27413/13897/19879/104158/382044"
"GO:0043299","leukocyte degranulation",86,0.630737209907088,1.98321996846538,6.45326933494893e-08,1.23324866514457e-06,8.38468772977654e-07,4386,"tags=50%, list=20%, signal=40%","12523/16409/12772/442827/19204/12652/24046/12229/246256/19354/17916/105855/68891/14127/11745/12721/74732/380732/16414/72310/20963/20375/15227/20302/217303/56743/14460/16797/14159/14191/16859/93670/225642/18159/19215/18806/15368/380792/70450/18124/17096/14063/16190"
"GO:1901990","regulation of mitotic cell cycle phase transition",343,0.470923872514515,1.66548807642692,6.4475672614673e-08,1.23324866514457e-06,8.38468772977654e-07,4997,"tags=30%, list=23%, signal=23%","20293/12532/24108/22410/93695/381293/20555/20460/12578/76843/16323/269582/108000/12235/11629/22137/229841/12534/20877/66977/268697/67052/23834/12236/77011/69716/76464/56696/19363/12447/67849/219114/11799/52679/237256/75604/52276/66468/12189/14726/66991/268930/59036/18392/107995/16952/21803/12545/18817/18214/11504/12021/16906/72400/238555/381979/16319/27214/59126/12649/12575/70385/208628/118454/12579/68014/12144/67629/237877/56150/12571/13555/21752/12192/14056/83766/29861/72776/16600/108911/12531/20135/22059/69681/208583/67141/70799/14841/235041/13924/100504207/19941/11461/12567/235559/68612/12444/50875/20133/72290/330216/11792"
"GO:0002825","regulation of T-helper 1 type immune response",32,0.782312086689212,2.12621464790456,7.05760056795894e-08,1.34472496535932e-06,9.14259973324255e-07,4386,"tags=91%, list=20%, signal=72%","12775/12772/246779/209590/77125/16963/22164/17082/16160/18173/50931/244202/171285/16182/16176/214855/16362/16952/17173/18783/16161/57765/27218/16177/83430/15284/16173/192656/16190"
"GO:0032731","positive regulation of interleukin-1 beta production",66,0.674105698773456,2.0527403947078,7.29860065385077e-08,1.38651754854459e-06,9.42674174720378e-07,2774,"tags=50%, list=13%, signal=44%","170744/12775/21926/12774/56644/16193/54483/102639543/55991/236312/12363/24088/22177/229898/15507/13653/20302/226691/100040462/383619/18439/21899/216799/17951/16171/545384/232801/69146/12362/16007/623121/637515/21898"
"GO:0050830","defense response to Gram-positive bacterium",119,0.5846256266494,1.91870324145563,7.52303960810211e-08,1.42492602281271e-06,9.68787567097546e-07,4236,"tags=52%, list=19%, signal=42%","17393/57757/17110/21949/13587/21333/17105/21926/100042514/19695/76074/93726/16197/16687/12652/17476/14468/17969/17916/13586/12363/12273/24088/15162/14469/16803/11730/503844/50931/634650/78416/13035/269855/171285/12796/16176/626578/18439/93725/216799/16171/75019/69146/27007/14191/21946/384997/236573/332579/100702/17472/20755/22353/15978/71660/66438/16992/229900/16173/192656/12010/13836"
"GO:0120254","olefinic compound metabolic process",173,-0.444400404826947,-1.87247160841844,7.81914480476169e-08,1.47664203658066e-06,1.00394857219965e-06,2722,"tags=38%, list=13%, signal=33%","546837/15484/66447/234673/13850/13109/116852/11684/12160/12097/13098/94224/11687/665095/13097/170752/11304/666168/13105/70861/28200/13094/13101/68312/20280/226105/83702/79235/19682/100040843/13088/13076/13099/237320/13077/67800/70061/234671/13117/23945/100066/67442/19683/13074/54150/13107/105349/216454/216453/100043456/76279/105387/13119/13086/100043461/234564/64385/13087/243881/13897/242546/104158/100043108/15496/380997"
"GO:0006084","acetyl-CoA metabolic process",40,-0.712766549612956,-2.42589131036461,7.97419410909309e-08,1.50149384371806e-06,1.02084497340867e-06,4822,"tags=75%, list=22%, signal=58%","27402/14104/106564/12974/67528/19193/12041/236900/18597/22333/68263/235339/56690/13382/78920/70456/208715/192156/60525/29807/55951/52538/110446/18604/100705/74156/68738/70789/30956/23923"
"GO:0032611","interleukin-1 beta production",106,0.602306847714974,1.94699930722392,8.3906569649803e-08,1.57527817858662e-06,1.07100992592047e-06,2774,"tags=43%, list=13%, signal=38%","170744/12775/107221/21926/12774/56644/16193/225884/54483/83433/13051/102639543/55991/236312/12363/24088/14728/22177/229898/21929/15507/13653/380839/282663/20302/226691/100040462/98365/383619/16176/18439/21899/14062/216799/17951/16171/545384/56501/232801/69146/12362/16007/623121/637515/216869/21898"
"GO:0035458","cellular response to interferon-beta",63,0.669906776407487,2.02343796185783,8.46761848093536e-08,1.58507875774702e-06,1.07767320463736e-06,4201,"tags=59%, list=19%, signal=48%","16365/225594/102639543/14468/72512/226695/236312/21822/215243/14469/226691/432555/100040462/15951/26388/620913/383619/15953/240328/100039796/381308/60440/16362/545384/246730/23960/623121/240327/100702/15950/16145/54396/23961/15957/229900/20846/231699"
"GO:0002507","tolerance induction",29,0.799050847266501,2.12243770950724,8.52463590945676e-08,1.58584168513963e-06,1.07819190845828e-06,2730,"tags=62%, list=13%, signal=54%","16365/12773/15223/18566/12775/12267/12394/20371/14728/21929/54167/12524/171285/12501/16184/21803/73914/14991"
"GO:0006694","steroid biosynthetic process",171,-0.443876355412283,-1.85539308987506,8.52340712499801e-08,1.58584168513963e-06,1.07819190845828e-06,3465,"tags=37%, list=16%, signal=31%","15487/15108/14149/192970/106529/19017/13360/11806/11928/170459/19299/18194/237636/116852/108079/12012/14186/21405/208715/231070/192156/12160/12097/13884/94224/68917/19130/14148/74155/13595/20655/217166/238055/12623/20280/18984/83702/15357/15497/26458/102635496/13076/15493/17117/320581/14164/13121/13074/16002/93732/15494/105349/77337/100043456/208665/105387/11833/100043461/234564/13897/104158/15496/382044"
"GO:0006066","alcohol metabolic process",349,-0.353828128747321,-1.58017063770273,8.54600720670375e-08,1.58584168513963e-06,1.07819190845828e-06,3885,"tags=35%, list=18%, signal=29%","21991/18559/19228/228677/110524/319554/230027/73166/22359/66853/67078/105014/72562/54447/14149/100102/69718/67834/13360/14151/11363/20148/71207/622402/81535/11806/20751/15484/170459/15929/57320/72535/14571/20597/234673/432720/18194/56209/13850/68393/237636/116852/21834/53881/108079/13361/14186/14626/170718/58810/14718/21405/269951/11370/52014/208715/231070/192156/12160/13884/66113/56362/18795/11814/27384/29807/14148/225913/74155/70861/13595/11429/28200/17171/20655/238055/11669/12623/110391/11808/30924/20280/18984/83702/15357/79235/17777/19682/65969/13180/13076/12359/14428/14933/13077/67800/70061/111175/234671/320581/20322/14164/14725/67442/13121/19683/233549/54150/105349/56727/216454/11807/216453/18534/208665/105387/11833/234564/13897/104158/382044"
"GO:0072677","eosinophil migration",25,0.833149103268322,2.15680381255253,9.00779070360048e-08,1.66670162093787e-06,1.13316746453873e-06,1960,"tags=72%, list=9%, signal=66%","20306/20293/56221/20299/20307/20304/20308/20296/20292/11501/20305/20290/12771/16963/20302/217303/20303/19219"
"GO:0006699","bile acid biosynthetic process",29,-0.766239560448822,-2.39033510322132,9.15062605494378e-08,1.68825095111672e-06,1.14781855717253e-06,2672,"tags=66%, list=12%, signal=58%","170459/19299/12012/14186/21405/13884/19130/74155/217166/12623/26458/102635496/17117/93732/208665/234564/13897/104158/382044"
"GO:0002275","myeloid cell activation involved in immune response",106,0.601199827229446,1.94342078553421,9.9378463856503e-08,1.82822105060153e-06,1.24298229899165e-06,3868,"tags=45%, list=18%, signal=37%","12523/16409/12772/21926/442827/19204/83433/12652/13051/77125/24046/12229/19354/17916/68891/14728/14127/22177/11745/16803/74732/380732/16414/20963/20375/15227/20302/217303/56743/171285/14460/16797/14159/14191/27218/216161/13421/93670/225642/94176/18159/19215/18806/15368/15978/380792/70450/18124"
"GO:0032677","regulation of interleukin-8 production",76,0.643275993631269,1.98900234204201,1.00240423261e-07,1.83879423987657e-06,1.25017086467874e-06,2206,"tags=43%, list=10%, signal=39%","170744/50701/21926/12475/56644/16193/81897/18787/24088/16149/14134/21897/16803/19264/20963/12654/12481/12051/329547/244202/269855/170743/12796/16176/233079/19260/21899/319430/14062/18106/19219/16952/12944"
"GO:0002715","regulation of natural killer cell mediated immunity",63,0.668474653501307,2.01911226766206,1.01481845767088e-07,1.85624793314542e-06,1.26203739021626e-06,3022,"tags=57%, list=14%, signal=49%","215900/19369/232408/77777/30925/503550/20706/225825/16174/16642/80782/379043/243655/84544/16160/22324/16641/171285/26904/233046/16643/667612/20400/17057/21803/17059/21354/27007/54725/320407/16859/14991/16159/216869/83408/16768"
"GO:0044272","sulfur compound biosynthetic process",153,-0.454200982819203,-1.91333224748555,1.05856943005334e-07,1.93075825960156e-06,1.31269593440413e-06,3971,"tags=41%, list=18%, signal=34%","235534/12041/14629/12583/236900/54710/22235/14862/216739/68059/23971/14864/104923/18597/14630/330406/232087/22333/68263/235339/56690/14651/13382/53374/242585/70456/233781/14854/71522/75735/73132/20510/67283/60525/29807/628779/107869/80721/55951/64580/170439/70025/108156/71743/110446/17850/18604/100705/14857/246221/246277/73095/14598/14261/270076/14081/68738/12411/23972/64918/329008/14262/12116"
"GO:0045581","negative regulation of T cell differentiation",54,0.703912323227688,2.06867387746876,1.09291527582837e-07,1.98773965791286e-06,1.35143680189902e-06,5018,"tags=67%, list=23%, signal=51%","15223/12477/12505/240873/56744/12394/12578/20371/14190/16149/14728/15507/22164/75863/16183/243910/16950/12515/16362/14634/16952/17173/16852/12703/57765/12399/16768/14357/12400/15284/230738/16190/67122/16453/229473/269023"
"GO:0002224","toll-like receptor signaling pathway",75,0.645452532876162,1.9894868952548,1.15870164266137e-07,2.09877847064117e-06,1.42693056053228e-06,2774,"tags=40%, list=13%, signal=35%","246746/170744/414084/19695/16364/20201/81897/100340/279572/225471/24088/83490/21897/20202/212937/71398/12524/80859/217303/14283/170743/21899/327957/239081/54445/16362/73914/14581/216869/21898"
"GO:0051983","regulation of chromosome segregation",131,0.569393317833034,1.88588995729881,1.16052417776785e-07,2.09877847064117e-06,1.42693056053228e-06,4750,"tags=37%, list=22%, signal=29%","73804/12235/22137/17345/229841/12534/20877/66977/268697/67052/23834/12236/69716/76464/219114/11799/434438/215387/52276/66468/66991/108912/107995/214901/18817/21335/14211/16319/59126/76044/70385/58186/208628/223970/68014/67629/56150/83766/29861/108911/67141/70799/68298/14841/70099/100504207/11461/68612"
"GO:0042100","B cell proliferation",96,0.605504772606721,1.94040896746356,1.17776470802905e-07,2.11799147775336e-06,1.43999321930814e-06,4288,"tags=49%, list=20%, signal=39%","12477/72049/108723/16197/12578/81897/12229/22780/105855/243958/16149/56708/16153/74131/22177/17079/12478/12483/19264/80859/16183/21939/380797/24099/57916/217303/16019/208154/321019/238875/16199/14284/21947/16331/12484/21898/12575/22163/237877/224860/380792/21948/17096/12518/227059/51797/16191"
"GO:0045765","regulation of angiogenesis",311,0.474994572677499,1.67138475751065,1.17572257877145e-07,2.11799147775336e-06,1.43999321930814e-06,4720,"tags=38%, list=22%, signal=30%","56221/14343/12266/16878/20304/20296/12267/12772/21926/20292/16411/15277/17395/56744/12394/15139/12765/21826/226841/14463/18054/13051/18787/12771/73230/12273/11602/16153/15945/13058/15507/11745/76905/20317/18751/11489/16414/240725/12654/58861/21939/18815/56546/11818/18707/20692/12189/30955/14465/12796/16176/14173/14172/16416/64103/100952/19242/15364/13731/14103/23892/17228/246707/12766/11504/12827/64074/230775/13179/68545/13078/27279/277468/16402/14991/11852/238328/16840/15234/80837/192187/20130/18654/21828/16854/70097/21825/21813/15368/68585/21752/107831/23939/20698/15242/20848/19223/23796/16175/12767/209743/16600/20846/30944/13836/23797/18053/230738/23871/12226/11689/319197/14066/21808/20620/18176/16412/20356"
"GO:0007080","mitotic metaphase chromosome alignment",62,0.669648098208412,2.02148239842333,1.20576054720038e-07,2.1622630317022e-06,1.47009283876561e-06,2863,"tags=34%, list=13%, signal=29%","381293/73804/22137/229841/12534/20877/66977/268697/67052/56742/67849/219114/11799/52276/66468/72400/110033/16319/228421/100502766/70385"
"GO:0048246","macrophage chemotaxis",45,0.724262366407007,2.06718141236536,1.21018823205211e-07,2.16414107865856e-06,1.47136969701132e-06,3741,"tags=53%, list=17%, signal=44%","20293/20304/232983/20296/12775/240873/12267/58217/17395/15139/74748/12273/17390/76527/20302/64095/12977/27218/20312/13615/16854/21825/71660/14747"
"GO:1905523","positive regulation of macrophage migration",29,0.795062614286202,2.11184417080987,1.2469846342202e-07,2.22373137277931e-06,1.51188431681587e-06,3741,"tags=69%, list=17%, signal=57%","20304/232983/20296/12775/240873/12267/58217/70839/83433/13051/17387/12273/76527/12977/27218/20312/21825/68585/71660/14747"
"GO:0035456","response to interferon-beta",72,0.655467148660436,2.01349237498087,1.40066313785825e-07,2.49084594682459e-06,1.69349183480815e-06,4334,"tags=61%, list=20%, signal=49%","16365/213002/225594/102639543/14468/72512/226695/236312/21822/215243/14469/226691/432555/100040462/15951/26388/620913/383619/15953/240328/100039796/381308/60440/16362/545384/246730/56489/23960/623121/319278/240327/100702/66141/15950/69550/16145/54396/23961/15957/229900/20846/231699/327959/68713"
"GO:0071347","cellular response to interleukin-1",81,0.625105171000976,1.96304767956114,1.40573559210793e-07,2.49294162345566e-06,1.6949166564707e-06,2772,"tags=37%, list=13%, signal=32%","110135/16181/20310/16365/20210/15117/20304/20296/240690/239337/16193/13614/20682/107765/18787/58203/17390/107527/13653/14268/16178/16324/12796/16176/16171/16362/73914/19094/108153/83397"
"GO:0010948","negative regulation of cell cycle process",312,0.477927479984629,1.68302598928456,1.41157495741233e-07,2.49638201031871e-06,1.69725572808956e-06,4808,"tags=29%, list=22%, signal=23%","20293/16878/93695/20555/20460/76843/108961/16323/269582/12235/22137/229841/12534/20877/66977/268697/67052/56419/23834/12236/77011/69716/76464/56696/268465/219114/637277/11799/52679/237256/12449/52276/66468/19361/12189/66991/268930/211651/18413/59036/18392/107995/75770/214901/19241/117229/18817/12021/72400/238555/381979/16319/100502766/14991/12649/12575/70385/209200/20878/79456/208628/118454/12579/68014/12144/80285/67629/56150/13555/12192/14056/21853/18005/50883/17096/16600/22059/208583/67141/67177/70799/14841/235041/12952/13924/100504207/107503/19941/235559/18148"
"GO:0034113","heterotypic cell-cell adhesion",60,0.682682663340493,2.04674420712009,1.42662119359613e-07,2.51604101416044e-06,1.71062161389589e-06,2275,"tags=43%, list=10%, signal=39%","110135/16181/381924/12505/22329/17123/57781/21838/21926/99571/16411/269116/64931/16153/21929/16414/19264/208166/12481/16818/16176/16421/16416/75019/16401/14161"
"GO:0032479","regulation of type I interferon production",134,0.557285188431311,1.84206445627948,1.44171198770902e-07,2.53567036959152e-06,1.72396734215639e-06,5371,"tags=40%, list=25%, signal=31%","16365/170744/20612/12475/17381/81897/225471/72512/24088/215243/22177/20963/19698/246727/22036/171285/170743/19260/214763/16362/14255/246730/246728/56489/23960/15900/19696/21898/80861/19280/18968/54123/17472/78781/16145/66412/54396/23961/230073/229900/71586/20846/231699/327959/100038882/16647/14251/17874/97165/15944/216825/66824/67664/64685"
"GO:0032663","regulation of interleukin-2 production",67,0.6650070039844,2.02669587059806,1.49424642431169e-07,2.62086728998451e-06,1.78189155429815e-06,3256,"tags=48%, list=15%, signal=41%","547431/12772/56644/20390/108723/12394/16364/242122/20371/12522/14728/16963/74131/21929/102657/22164/16792/19264/213439/12487/93675/171285/16176/12501/16952/57765/260315/12479/234695/16768/332579/654459"
"GO:0031424","keratinization",47,0.717876783697522,2.06360726896115,1.50511628124396e-07,2.63271979030706e-06,1.78994990593724e-06,2037,"tags=38%, list=9%, signal=35%","20760/16447/110308/20761/16667/20753/55948/16687/16666/16682/20758/545975/12560/223917/239673/100126226/20759/332131"
"GO:0048245","eosinophil chemotaxis",21,0.85138028384078,2.13994995867742,1.52151279233628e-07,2.64693611318937e-06,1.79961538796067e-06,1778,"tags=71%, list=8%, signal=66%","20306/20293/56221/20299/20307/20304/20308/20296/20292/20305/20290/12771/16963/20302/20303"
"GO:0019058","viral life cycle",264,0.492202724067109,1.71364606382095,1.52108203125852e-07,2.64693611318937e-06,1.79961538796067e-06,4427,"tags=28%, list=20%, signal=23%","246746/20293/20307/20304/20612/170779/213002/21926/243084/170780/21973/102639543/434219/66949/236312/244183/16149/217305/20568/14134/12265/170776/54419/23845/75863/11628/226691/246727/100040462/15894/26362/107373/12642/209387/16416/17951/15364/12504/545384/12737/246730/246728/16852/11816/231655/20219/23960/80287/17069/27218/623121/319278/23962/667823/66141/71740/24014/78781/434218/15950/69550/20128/57444/23961/229900/71586/231699/19294/230738/68713/11987/100038882/94094/16647"
"GO:0150076","neuroinflammatory response",88,0.622034593098189,1.96177994097989,1.68441173772836e-07,2.92238589293684e-06,1.9868898974488e-06,2896,"tags=40%, list=13%, signal=35%","17394/57781/16409/21926/271375/13011/239849/83433/81897/13051/77125/12259/11629/12273/24088/12759/22177/74603/21897/16534/21938/208166/19225/13032/16176/21899/12362/11514/15979/16971/15980/20312/24136/21898/16476"
"GO:0045786","negative regulation of cell cycle",389,0.458102358320485,1.62578318007506,1.69939352097701e-07,2.94041008683643e-06,1.99914429850354e-06,4817,"tags=29%, list=22%, signal=23%","20293/16878/93695/21926/20555/20460/12578/76843/108961/16323/269582/12235/22137/229841/12534/20877/66977/56710/215378/268697/67052/56419/23834/12236/77011/21929/69716/76464/56696/268465/219114/637277/11799/19225/52679/237256/12449/52276/66468/19361/12189/66991/268930/211651/18413/59036/18392/107995/21803/75770/214901/19241/117229/18817/12021/72400/238555/381979/16319/12399/100502766/14991/11852/12649/12575/70385/11688/209200/20878/79456/208628/118454/12579/68014/21858/12144/80285/18159/67629/12156/56150/12571/13555/12192/14056/21853/18005/15242/50883/17096/214384/16600/22059/208583/67141/67177/23871/70799/14841/235041/12952/20937/56312/13924/66854/100504207/107503/19941/235559/18148/633285"
"GO:0002468","dendritic cell antigen processing and presentation",16,0.88890001713494,2.10479788294344,1.77102162918123e-07,3.05608638005882e-06,2.07779101621914e-06,1362,"tags=69%, list=6%, signal=64%","12775/26888/474145/73149/17476/246256/100504404/14190/16149/12514/18173"
"GO:0030168","platelet activation",103,0.596252180525387,1.92539543911768,1.78818223923493e-07,3.07740395042527e-06,2.0922845385502e-06,4574,"tags=50%, list=21%, signal=40%","110135/99571/14724/20344/16193/56744/70839/71326/208936/56193/14127/27027/20963/20720/26362/14726/13035/16416/14062/100952/192176/14460/14061/18783/246707/11816/12628/14161/74012/108101/26570/18591/69191/21947/64817/19091/14026/18595/21898/19414/16194/243816/14065/15558/234199/56745/17096/16440/18590/12527/73182/12495"
"GO:1901988","negative regulation of cell cycle phase transition",271,0.484751083406799,1.69248191194531,1.95070256999917e-07,3.34192824232937e-06,2.27213095940939e-06,4744,"tags=30%, list=22%, signal=23%","20293/93695/20555/20460/76843/16323/269582/12235/22137/229841/12534/20877/66977/268697/67052/56419/23834/12236/77011/69716/76464/56696/268465/219114/637277/11799/52679/237256/52276/66468/19361/12189/66991/268930/211651/59036/18392/107995/75770/19241/117229/18817/12021/72400/238555/381979/16319/12649/12575/70385/209200/20878/208628/118454/12579/68014/12144/80285/67629/56150/13555/12192/14056/21853/50883/17096/16600/22059/208583/67141/67177/70799/14841/235041/12952/13924/100504207/107503/19941/235559"
"GO:1901342","regulation of vasculature development",318,0.47231795119345,1.66385433520092,1.95232921373193e-07,3.34192824232937e-06,2.27213095940939e-06,4720,"tags=38%, list=22%, signal=30%","56221/14343/12266/16878/20304/20296/12267/12772/21926/20292/16411/15277/17395/56744/12394/15139/12765/21826/226841/14463/18054/13051/18787/12771/73230/12273/11602/16153/15945/13058/22417/15507/11745/76905/20317/18751/11489/16414/240725/12654/58861/21939/18815/56546/11818/18707/20692/12189/30955/14465/12796/16176/14173/14172/16416/64103/100952/19242/15364/13731/14103/19219/23892/17228/21803/246707/12766/11504/12827/64074/230775/13179/68545/13078/27279/277468/16402/14991/11852/238328/16840/15234/80837/192187/20130/18654/21828/16854/70097/21825/21813/15368/68585/21752/107831/23939/20698/15242/20848/19223/23796/16175/12767/209743/16600/20846/30944/13836/23797/18053/230738/23871/12226/11689/319197/14066/21808/21812/20620/18176/16412/20356"
"GO:0090068","positive regulation of cell cycle process",262,0.488641642884291,1.70080272200006,1.95879677153443e-07,3.34405784836358e-06,2.27357884920558e-06,5069,"tags=37%, list=23%, signal=29%","12532/22410/239336/21926/381293/20460/76843/108961/13614/12235/11629/229841/12534/20877/268697/67052/68549/23834/22417/76464/16534/19363/12447/71878/67849/219114/11799/215387/52679/14632/12487/71920/52276/66468/243866/13874/16176/13164/26934/108907/18392/107995/18596/16952/21803/12545/18214/11504/67968/16906/18591/19362/67278/14211/16319/27214/76044/58186/20878/22061/21380/83770/20873/58994/237877/16000/56150/21752/71819/14056/20698/50883/14219/226419/17702/16175/72776/108911/12531/20135/67141/68298/12323/14156/76123/70099/12567/68612/12444/50875/18148/20133/72290/330216/19385/11792/12145/21781"
"GO:0009595","detection of biotic stimulus",37,0.744786463025587,2.07021066811331,2.02292430925032e-07,3.43838524561349e-06,2.33771074674227e-06,3291,"tags=59%, list=15%, signal=51%","56620/57757/56644/83433/81897/12363/24088/21897/16803/14089/69165/269855/21899/216799/17951/17940/17952/51795/21898/21946/384997/17948"
"GO:1904018","positive regulation of vasculature development",183,0.520372467787834,1.77273445634245,2.02479106153747e-07,3.43838524561349e-06,2.33771074674227e-06,4938,"tags=45%, list=23%, signal=35%","56221/14343/12266/20304/12267/20292/16411/15277/17395/12394/15139/12765/226841/14463/13051/18787/12771/73230/12273/11602/16153/13058/15507/11745/76905/18751/11489/16414/12654/58861/21939/56546/18707/12189/14465/12796/16176/14173/14172/16416/100952/15364/13731/23892/17228/21803/246707/12766/64074/13078/277468/16402/11852/15234/20130/18654/16854/70097/21825/21813/15368/68585/21752/20698/20848/19223/23796/16175/12767/16600/23797/230738/23871/12226/14066/21812/18176/16412/20356/17125/21937/12490"
"GO:0048285","organelle fission",499,0.434538583603134,1.55259454900163,2.20591767901706e-07,3.73605422779556e-06,2.54009178577988e-06,4455,"tags=29%, list=20%, signal=23%","16878/21926/381293/71836/14545/72415/102920/13614/72119/21973/73804/12235/22137/54392/17345/229841/12534/20877/234396/66977/60530/16571/268697/67052/70218/68549/12316/12236/209737/105988/233406/22417/56742/69716/16551/76464/18140/12447/13206/268465/67849/219114/637277/11799/434438/215387/50878/12487/71920/52276/66468/243866/19361/13874/66991/108912/381318/623474/54427/668110/16176/110958/211651/13164/18413/12442/192199/26934/19366/192176/108907/241764/622554/107995/18596/21803/214901/51944/18817/98733/67968/13179/72400/18591/60411/19362/330149/14211/110033/16319/228421/100502766/70435/12649/76044/70385/20878/75033/208628/68014/89867/103768/58994/54611/223601/67629/74666/100270744/71804/66654/16000/279499/56150/666528/77744/22228/69928/71819/20698/67121/16145/18005/434130/50883/73420/54396/22629/64707/20957/17702/12125/16175/74068/12531/72549/384619/67141/67177/70799/68298/12323/14841/14748"
"GO:0001706","endoderm formation",53,0.694900297087073,2.03044309668202,2.21596583989911e-07,3.74316973800372e-06,2.54492952311702e-06,3193,"tags=45%, list=15%, signal=39%","17394/12832/12816/17395/12837/16323/14463/17387/17390/16780/14268/12831/13537/14465/12814/15364/13380/12827/12833/240672/13813/16402/17886/27217"
"GO:0002714","positive regulation of B cell mediated immunity",48,0.705528847179829,2.03099877678595,2.2681815648009e-07,3.81125941675994e-06,2.59122275741172e-06,4267,"tags=56%, list=20%, signal=45%","12266/21926/16016/14131/83433/14129/225825/12229/56708/16963/14127/77727/22164/19264/16183/21939/12487/14128/21803/57765/67278/83408/237877/15978/16992/15458/19294"
"GO:0002891","positive regulation of immunoglobulin mediated immune response",48,0.705528847179829,2.03099877678595,2.2681815648009e-07,3.81125941675994e-06,2.59122275741172e-06,4267,"tags=56%, list=20%, signal=45%","12266/21926/16016/14131/83433/14129/225825/12229/56708/16963/14127/77727/22164/19264/16183/21939/12487/14128/21803/57765/67278/83408/237877/15978/16992/15458/19294"
"GO:0072539","T-helper 17 cell differentiation",38,0.743376539177945,2.07256304304413,2.33362041405078e-07,3.91095232742228e-06,2.65900259357949e-06,2900,"tags=50%, list=13%, signal=43%","240873/30925/16193/56744/16364/20371/17085/53314/80859/16183/243910/16950/12515/216799/21803/17173/16852/57765/16194"
"GO:0045766","positive regulation of angiogenesis",180,0.524457163670424,1.78203850313806,2.37088626431099e-07,3.96303234050104e-06,2.69441107679702e-06,4359,"tags=41%, list=20%, signal=33%","56221/14343/12266/20304/12267/20292/16411/15277/17395/12394/15139/12765/226841/14463/13051/18787/12771/73230/12273/11602/16153/13058/15507/11745/76905/18751/11489/16414/12654/58861/21939/56546/18707/12189/14465/12796/16176/14173/14172/16416/100952/15364/13731/23892/17228/246707/12766/64074/13078/277468/16402/11852/15234/20130/18654/16854/70097/21825/21813/15368/68585/21752/20698/20848/19223/23796/16175/12767/16600/23797/230738/23871/12226"
"GO:0170038","proteinogenic amino acid biosynthetic process",56,-0.618659052210473,-2.23192405761783,2.411555078819e-07,4.02051448296855e-06,2.73349239334336e-06,3572,"tags=48%, list=16%, signal=40%","66194/72562/11611/104923/14719/20425/78830/18242/12035/14718/20768/268782/12036/107869/109900/14645/108156/13180/108037/14598/12411/64918/30956/18478/11898/329008/12116"
