"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"calcium:cation antiporter activity (GO:0015368)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"LETM1;SLC3A2;SLC8A1;SLC8A2"
"chromo shadow domain binding (GO:0070087)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"SP100;CHAF1A;TRIM28;ATRX"
"cobalamin binding (GO:0031419)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"TCN2;MMAB;MMUT;CD320"
"collagen receptor activity (GO:0038064)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"DDR1;ITGA2;ITGA11;DDR2"
"cyclic nucleotide-dependent protein kinase activity (GO:0004690)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"PRKAA1;PRKX;PRKACA;PRKG1"
"DNA-methyltransferase activity (GO:0009008)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"DNMT1;MGMT;DNMT3A;DNMT3B"
"gap junction channel activity involved in cell communication by electrical coupling (GO:1903763)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"GJA1;GJB2;GJC2;GJB6"
"high-density lipoprotein particle binding (GO:0008035)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"APOA2;TREM2;PLTP;HSPD1"
"immunoglobulin receptor binding (GO:0034987)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"FGR;FES;IGLL1;TARM1"
"malate dehydrogenase activity (GO:0016615)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"MDH1;MDH2;ME1;ME3"
"MHC class II protein binding (GO:0042289)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"CD74;CD4;LAG3;CD81"
"myosin light chain binding (GO:0032027)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"MYLK2;CXCR4;IQGAP3;SPATA6"
"NADP-retinol dehydrogenase activity (GO:0052650)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"RDH12;RDH11;RDH14;RDH13"
"neurotrophin TRK receptor binding (GO:0005167)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"SHC1;GRB2;PIK3R1;EFNA5"
"neurotrophin TRKA receptor binding (GO:0005168)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"SHC1;GRB2;PIK3R1;EFNA5"
"non-membrane spanning protein tyrosine phosphatase activity (GO:0004726)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"DUSP22;PTPN9;PTPN22;PTPN12"
"primary miRNA binding (GO:0070878)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"DDX5;STAT3;DGCR8;DROSHA"
"RNA polymerase III cis-regulatory region sequence-specific DNA binding (GO:0000992)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"RPTOR;SNAPC3;MAF1;MTOR"
"RNA polymerase III type 3 promoter sequence-specific DNA binding (GO:0001006)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"RPTOR;SNAPC3;MAF1;MTOR"
"RNA-directed DNA polymerase activity (GO:0003964)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"TERT;DKC1;TEP1;TERF1"
"sodium:bicarbonate symporter activity (GO:0008510)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"SLC4A7;SLC4A9;SLC4A4;SLC4A5"
"solute:bicarbonate symporter activity (GO:0140410)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"SLC4A7;SLC4A9;SLC4A4;SLC4A5"
"sulfatide binding (GO:0120146)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"PPT1;TPP1;TREM2;MANF"
"telomerase activity (GO:0003720)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"TERT;DKC1;TEP1;TERF1"
"thiol oxidase activity (GO:0016972)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"TMX3;QSOX1;P4HB;GFER"
"urea transmembrane transporter activity (GO:0015204)","4/6",0.381744367746512,0.797731585756,0,0,1.84721954974023,1.77887997925004,"SLC14A1;AQP9;AQP7;AQP3"
"lipase activity (GO:0016298)","27/49",0.385445313078232,0.80412969129754,0,0,1.13366818313304,1.08078931424667,"PNLIPRP1;FAAH;ABHD3;ABHD1;LCAT;LPL;ABHD6;ABHD5;LIPA;ABHD12;SMPD3;SMPD2;ABHD16A;LIPG;LYPLA1;PNPLA8;DDHD2;DDHD1;PLA2G15;AADAC;PITPNM3;PNPLA3;PLBD1;LDAH;MGLL;PLBD2;PNPLA2"
"ankyrin binding (GO:0030506)","11/19",0.389124698543528,0.806456129765665,0,0,1.27002503128911,1.19872001557162,"PTPRC;SLC4A1;NRCAM;FLNC;SCN5A;RHCG;SPTB;RHBG;KCTD6;SLC8A1;PLEC"
"histone deacetylase activity (GO:0004407)","11/19",0.389124698543528,0.806456129765665,0,0,1.27002503128911,1.19872001557162,"HDAC2;HDAC10;HDAC1;HDAC11;SIRT6;SIRT7;SUDS3;HDAC9;SIRT1;SIRT2;SIRT3"
"ligand-gated calcium channel activity (GO:0099604)","11/19",0.389124698543528,0.806456129765665,0,0,1.27002503128911,1.19872001557162,"RYR1;RYR2;TRPM2;P2RX4;RASA3;ITPR1;ITPR3;GRIN2C;MCOLN1;GRIN2B;GRIN2D"
"phosphatidylinositol 3-kinase regulator activity (GO:0035014)","11/19",0.389124698543528,0.806456129765665,0,0,1.27002503128911,1.19872001557162,"SOCS2;SOCS3;SOCS1;WDR91;AGAP2;PIK3R3;PIK3R1;SLA2;SOCS7;PIK3R6;PIK3R5"
"protein phosphatase binding (GO:0019903)","66/123",0.389833691752711,0.806596684580445,0,0,1.06969659922163,1.00769170239302,"FLT4;SMG7;SMG5;PPP1R9B;CDH5;LGALS3;PPP6R1;CDC27;RACK1;SIRPA;NEK2;ROS1;IKBKE;JAK3;CD33;MAP3K5;JAK1;PHACTR4;PPP1R16B;FCRL2;SPHK1;PPP1R16A;ITGA1;TRAF2;GTF2F1;VRK3;MASTL;ANK1;CTTNBP2NL;CEACAM1;PPP1R3B;LCK;TRAF3;KCNQ1;PPP1R3E;PPP1R3D;ANAPC4;MAPT;SMTNL2;SKAP1;MTMR3;MVP;IQGAP1;PIK3R1;MTMR4;ARPP19;FOXO1;STRN3;SNX3;KIF3A;STAT6;KCNN4;PDLIM4;IGBP1;BOD1;BAD;STAT3;RPA2;MAPK14;SOD1;MFHAS1;GRIN3A;DLG4;STRN;FBXL2;CD22"
"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)","20/36",0.397827266275694,0.821784402257509,0,0,1.15460589709,1.06424340555338,"MTRR;NOS2;NOS3;AKR1D1;FMO1;MICAL2;MSMO1;FMO2;FMO4;KMO;FMO5;CYP27A1;CYP27B1;CH25H;SQLE;CYP26B1;POR;MICAL1;NOS1;CYP2E1"
"sialyltransferase activity (GO:0008373)","12/21",0.401059007708468,0.824347271860327,0,0,1.23152962321073,1.12518298987928,"ST6GAL1;ST8SIA1;ST8SIA2;ST3GAL4;ST8SIA4;ST3GAL5;ST6GALNAC3;ST3GAL1;ST6GALNAC4;ST3GAL2;ST6GALNAC5;ST6GALNAC6"
"aminoacyl-tRNA ligase activity (GO:0004812)","21/38",0.405483326677211,0.824347271860327,0,0,1.14101321361155,1.02996470072437,"RARS2;HARS1;MARS2;MARS1;DARS2;YARS2;HARS2;DARS1;FARS2;LARS2;SARS2;LARS1;NARS2;IARS2;TARS2;TARS3;VARS2;CARS1;CARS2;TARS1;EARS2"
"cytokine activity (GO:0005125)","92/173",0.406338414540259,0.824347271860327,0,0,1.04928927892897,0.944957326570558,"CSF3;CXCL9;CSF2;WNT2B;CSF1;EPO;CXCL1;CXCL13;CXCL3;FGF2;TNF;CXCL2;CX3CL1;CXCL5;CXCL16;IL36A;FAM3B;TNFSF11;FAM3D;FAM3C;TIMP1;IL11;EDN1;LEFTY1;WNT5B;IL15;WNT5A;IL18;IL16;NRG1;MIF;WNT9A;IL1B;XCL1;CCL11;CTF1;WNT8B;TNFRSF11B;WNT6;CCL8;CCL7;CCL5;CCL4;CCL3;CCL2;CCL1;NDP;CCL17;WNT4;WNT10B;CCL24;GDF11;IL33;WNT10A;TGFB1;CCL22;TSLP;TGFB3;CCL20;GDF15;IL34;LIF;BMP8A;OSM;GDF1;IL36G;WNT7A;INHBB;GDF3;INHBA;PPBP;GDF6;BMP7;BMP6;BMP5;IL1F10;VEGFA;BMP4;BMP3;CXCL10;GDF9;BMP2;IL6;CXCL12;IL7;CLCF1;IL17F;INHA;CCL28;CKLF;CRLF1;PF4"
"adenylate kinase activity (GO:0004017)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"AK2;AK3;AK4;AK7;AK8"
"lysophospholipid acyltransferase activity (GO:0071617)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"LPGAT1;LPCAT4;LPCAT3;PNPLA3;ABHD5"
"mitogen-activated protein kinase kinase binding (GO:0031434)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"ACE;PIN1;TRIB3;TRIB1;TRIB2"
"nucleoside transmembrane transporter activity (GO:0005337)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"SLC22A2;SLC22A1;SLC28A2;SLC28A1;SLC29A3"
"O-acetyltransferase activity (GO:0016413)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"GNPAT;LPCAT4;LPCAT2;LPCAT1;CRAT"
"Roundabout binding (GO:0048495)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"TGFB1I1;LRTM1;SLIT1;MYO9B;SLIT2"
"serine transmembrane transporter activity (GO:0022889)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"SFXN3;SFXN1;SLC1A4;SFXN2;SLC38A2"
"type II transforming growth factor beta receptor binding (GO:0005114)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"TGFBR3;TGFB1;TGFB3;TGFBR1;ENG"
"ubiquitin ligase inhibitor activity (GO:1990948)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"RPL5;RPS7;RPL23;RPS20;FBXO5"
"unmethylated CpG binding (GO:0045322)","5/8",0.407586647930941,0.824347271860327,0,0,1.5393373745149,1.3815579658322,"KDM2A;KDM2B;FBXL19;KMT2B;TLR9"
"N-methyltransferase activity (GO:0008170)","13/23",0.411782396858275,0.831496396866307,0,0,1.20073182474723,1.06536159754529,"NNMT;SETD3;DIMT1;PRMT1;RNMT;TFB2M;HNMT;INMT;GNMT;METTL5;ZCCHC4;METTL15;FDXACB1"
"NF-kappaB binding (GO:0051059)","14/25",0.42151620053656,0.849493751920348,0,0,1.17553228743521,1.01553889509355,"HDAC2;NPM1;HDAC1;CDKN2A;SETD6;ANXA4;BCL10;COMMD6;COMMD7;FOXP3;RELA;NFKBIA;TAF4B;HIF1AN"
"endopeptidase activator activity (GO:0061133)","6/10",0.426772695718331,0.849493751920348,0,0,1.38539260969977,1.17966698301267,"APH1A;ADRM1;PSME1;PSME2;NLRC4;VSIR"
"eukaryotic initiation factor 4E binding (GO:0008190)","6/10",0.426772695718331,0.849493751920348,0,0,1.38539260969977,1.17966698301267,"HHEX;LARP1;ANGEL1;EIF4EBP1;EIF4EBP2;EIF4G1"
"G-quadruplex DNA binding (GO:0051880)","6/10",0.426772695718331,0.849493751920348,0,0,1.38539260969977,1.17966698301267,"BLM;RAD50;XRN1;CNBP;DDX11;LONP1"
"G-rich strand telomeric DNA binding (GO:0098505)","6/10",0.426772695718331,0.849493751920348,0,0,1.38539260969977,1.17966698301267,"CTC1;NABP2;RPA2;TERF2IP;HNRNPA1;TERF1"
"monocarboxylate:sodium symporter activity (GO:0140161)","6/10",0.426772695718331,0.849493751920348,0,0,1.38539260969977,1.17966698301267,"SLC10A5;SLC10A1;SLC10A2;SLC10A3;SLC6A13;SLC6A12"
"nucleotide transmembrane transporter activity (GO:0015215)","6/10",0.426772695718331,0.849493751920348,0,0,1.38539260969977,1.17966698301267,"SLC25A17;SLC25A19;ABCC5;SLC25A51;SLC25A33;SLC25A36"
"phospholipase inhibitor activity (GO:0004859)","6/10",0.426772695718331,0.849493751920348,0,0,1.38539260969977,1.17966698301267,"ANXA1;ANXA2;ANXA4;ANXA5;ANGPTL3;ANXA9"
"protein binding involved in heterotypic cell-cell adhesion (GO:0086080)","6/10",0.426772695718331,0.849493751920348,0,0,1.38539260969977,1.17966698301267,"DSP;CXADR;SIRPA;DSG2;CD47;DSC2"
"androgen receptor binding (GO:0050681)","15/27",0.430427630552568,0.855415417433066,0,0,1.15453144563228,0.973242386289155,"DDX5;KDM3A;KDM1A;PRMT2;RNF14;PRKCB;TGFB1I1;ARID5A;TCF21;RNF6;WIPI1;PARK7;FOXP1;PRPF6;ZBTB7A"
"channel activity (GO:0015267)","25/46",0.432306757822979,0.857794797068308,0,0,1.09958087158511,0.922130351284896,"AQP8;AQP9;MCUB;AQP6;AQP7;AQP4;AQP2;AQP3;AQP1;PANX1;PDPN;MPV17;CHRNB1;SLC14A1;TMEM120A;TRPV2;TRPV3;P2RX6;SCNN1G;TRPV6;TRPV4;TRPV5;AQP11;BAX;STEAP1"
"palmitoyltransferase activity (GO:0016409)","16/29",0.43864581201773,0.869002254359535,0,0,1.13676036927819,0.936762157787778,"ZDHHC20;ZDHHC23;ZDHHC5;ZDHHC6;ZDHHC13;ZDHHC7;ZDHHC8;ZDHHC14;ZDHHC4;ZDHHC15;GOLGA7B;HHAT;ZDHHC18;ZDHHC9;GLUL;GOLGA7"
"alanine transmembrane transporter activity (GO:0022858)","7/12",0.441982183532496,0.870130808894961,0,0,1.2930228081994,1.05573464103046,"SLC36A1;SLC36A2;SLC7A8;SLC1A4;SLC3A2;SLC38A3;SLC36A4"
"fucosyltransferase activity (GO:0008417)","7/12",0.441982183532496,0.870130808894961,0,0,1.2930228081994,1.05573464103046,"FUT8;FUT9;FUT10;FUT11;FUT2;FUT1;FUT4"
"phosphatidylinositol 3-kinase activity (GO:0035004)","7/12",0.441982183532496,0.870130808894961,0,0,1.2930228081994,1.05573464103046,"IPMK;PIK3CD;PIK3R3;PIK3C2G;PIK3CB;PIK3CG;PIK3R6"
"sodium:proton antiporter activity (GO:0015385)","7/12",0.441982183532496,0.870130808894961,0,0,1.2930228081994,1.05573464103046,"SLC9A2;SLC9A3;SLC9A4;SLC9A5;SLC9A6;SLC9A8;SLC9A9"
"2-oxoglutarate-dependent dioxygenase activity (GO:0016706)","18/33",0.453388511065429,0.883894976744346,0,0,1.10832369942197,0.876690564007822,"FTO;EGLN1;JMJD4;KDM4A;EGLN3;PHYH;EGLN2;KDM2A;KDM2B;TET2;BBOX1;TET1;HSPBAP1;ALKBH3;ALKBH5;ALKBH1;TET3;HIF1AN"
"exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896)","18/33",0.453388511065429,0.883894976744346,0,0,1.10832369942197,0.876690564007822,"PNPT1;ANGEL2;DIS3L;ANGEL1;EXOSC7;ISG20;PAN2;EXOSC5;CNOT6;EXOSC4;XRN1;ERI1;ERI2;NOCT;ERI3;XRN2;DCP2;DIS3L2"
"telomeric DNA binding (GO:0042162)","18/33",0.453388511065429,0.883894976744346,0,0,1.10832369942197,0.876690564007822,"CTC1;PIF1;UPF1;BLM;STN1;KDM1A;XRCC5;TINF2;SMG7;TERF1;SMG5;SMG6;RAD50;TEN1;TERT;APEX1;NCL;TERF2IP"
"5'-3' exonuclease activity (GO:0008409)","8/14",0.454574871727258,0.883894976744346,0,0,1.23144048764838,0.970858622796548,"TRIR;DCLRE1C;XRN1;EXO1;CPSF3;XRN2;EXOG;DCP2"
"deoxyribonuclease activity (GO:0004536)","8/14",0.454574871727258,0.883894976744346,0,0,1.23144048764838,0.970858622796548,"ZRANB3;DFFB;MBD4;MAP1S;APEX1;APLF;ERCC5;DNASE1L3"
"lipid phosphatase activity (GO:0042577)","8/14",0.454574871727258,0.883894976744346,0,0,1.23144048764838,0.970858622796548,"PLPP6;PLPPR2;PLPPR3;EPHX2;PLPPR4;SGPP2;SGPP1;PLPP1"
"phosphatase activator activity (GO:0019211)","8/14",0.454574871727258,0.883894976744346,0,0,1.23144048764838,0.970858622796548,"BMP2;PPP2R5B;PPP2R5A;PPP2R5C;GTF2F1;CALM1;CALM2;PHACTR4"
"pyrophosphatase activity (GO:0016462)","29/54",0.454594634303332,0.883894976744346,0,0,1.07139743466101,0.844635279158305,"PRUNE2;PRUNE1;FITM2;NUDT6;NUDT4;TRPM2;ATCAY;ENPP1;BNIP2;CILP2;ENPP3;NUDT14;LHPP;ENTPD1;ENTPD2;ENTPD3;ENTPD5;ENTPD8;NUDT16L1;NUDT9;PHOSPHO1;PLPP5;NUDT7;PPA2;PPA1;DOLPP1;DCP2;PLPP1;BNIPL"
"catalytic activity, acting on a tRNA (GO:0140101)","19/35",0.460060222392934,0.893141604583814,0,0,1.09676992003083,0.851529840565066,"FTO;MTFMT;ELAC2;TYW3;GATC;GATB;TRPT1;MRPL58;QRSL1;TRMT9B;ALKBH1;PTRH2;TRMT5;PTRH1;TRMT13;LCMT2;TARS2;DUS1L;TRDMT1"
"1-phosphatidylinositol-3-kinase regulator activity (GO:0046935)","9/16",0.465326843802791,0.899203025351629,0,0,1.187451012747,0.908418110114522,"SOCS2;SOCS3;SOCS1;PIK3R3;PIK3R1;SLA2;SOCS7;PIK3R6;PIK3R5"
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)","9/16",0.465326843802791,0.899203025351629,0,0,1.187451012747,0.908418110114522,"CBR1;NQO1;NQO2;NDUFS7;AIFM2;DCXR;CBR4;CRYZ;DHRS4"
"phosphatidylinositol-5-phosphate binding (GO:0010314)","9/16",0.465326843802791,0.899203025351629,0,0,1.187451012747,0.908418110114522,"SNX3;JPH2;SAP30L;VEPH1;SH3PXD2B;PLEKHA5;RUBCNL;PLA2G4A;PHLDA3"
"DNA polymerase binding (GO:0070182)","10/18",0.474719235405191,0.903508825414348,0,0,1.15445706584521,0.860107148514199,"FANCI;CDT1;PCNA;RAD51;FANCD2;LONP1;NABP2;NAT10;CDK2AP1;SMG6"
"transforming growth factor beta receptor binding (GO:0005160)","10/18",0.474719235405191,0.903508825414348,0,0,1.15445706584521,0.860107148514199,"SMAD2;FKBP1A;TGFBR3;SMAD3;TGFB1;TGFB3;TGFBRAP1;TGFBR1;TGFBR2;ENG"
"transmembrane receptor protein serine/threonine kinase activity (GO:0004675)","10/18",0.474719235405191,0.903508825414348,0,0,1.15445706584521,0.860107148514199,"ACVR1;ACVRL1;TGFBR3;LTBP4;SOSTDC1;LTBP1;TGFBR1;TGFBR2;BMPR1A;ENG"
"S-adenosylmethionine-dependent methyltransferase activity (GO:0008757)","23/43",0.483259485940079,0.903508825414348,0,0,1.06210120481928,0.772361622879006,"GAMT;DNMT1;NNMT;SETD3;ICMT;TPMT;SUV39H1;MEPCE;DNMT3A;THUMPD3;HNMT;INMT;GNMT;PCMTD2;FBL;PCMT1;AS3MT;COMTD1;DNMT3B;METTL8;LCMT1;METTL9;PCMTD1"
"mRNA 3'-UTR AU-rich region binding (GO:0035925)","12/22",0.490596209068431,0.903508825414348,0,0,1.10826112073946,0.789230285671351,"CPEB1;ILF3;EXOSC4;CPSF1;EXOSC8;ZC3H12A;MEX3D;CPEB3;CPEB2;ELAVL3;ZFP36L1;RBMS3"
"poly(A) binding (GO:0008143)","12/22",0.490596209068431,0.903508825414348,0,0,1.10826112073946,0.789230285671351,"KHDRBS1;TIA1;RBPMS;HNRNPDL;DDX1;PABPC4L;PPIE;RBMS1;PABPC1;LARP4;RBMS2;RBMS3"
"exonuclease activity (GO:0004527)","26/49",0.497919960509547,0.903508825414348,0,0,1.04400643873975,0.72800232779554,"TRIR;EXD1;DCLRE1C;ISG20L2;EXOSC7;EXOSC5;EXOSC4;EXO1;ERI1;ZC3H12A;EXOSC8;ENPP2;REV3L;ENPP1;ENPP3;REXO1;CPSF3;EXOG;REXO5;ISG20;CNOT6;RAD50;APEX1;XRN2;APLF;RAD9A"
"acyltransferase activity, transferring groups other than amino-acyl groups (GO:0016747)","40/76",0.501742255238512,0.903508825414348,0,0,1.02615262491687,0.707705374455671,"LPGAT1;MOGAT2;ZDHHC20;MOGAT1;ZDHHC5;ZDHHC6;ZDHHC7;ZDHHC8;GLYAT;HHAT;PORCN;ZDHHC18;SCP2;DBT;CERS3;CERS6;DGAT2;DGAT1;SPHK1;PLA2G4C;PLAAT1;PLA2G4A;ZDHHC13;ESCO2;BAAT;MCAT;ZDHHC14;ZDHHC15;PLA2G15;KAT2B;ZDHHC9;KAT6B;SOAT2;LPCAT4;LPCAT3;ASPG;NMT1;NAA15;CERS1;CERS2"
"general transcription initiation factor binding (GO:0140296)","14/26",0.503770191811481,0.903508825414348,0,0,1.07745891114535,0.738743630536915,"THRA;TAF13;AHR;ESR1;RELA;DRAP1;AR;HHEX;PSMC5;TAF1B;YEATS2;THAP7;PSMC1;PSMC2"
"exopeptidase activity (GO:0008238)","28/53",0.50672647349517,0.903508825414348,0,0,1.03435294117647,0.703136498033213,"ENPEP;PRCP;TRHDE;CNDP1;ZMPSTE24;DPP4;DPP7;ANPEP;RNPEP;CTSH;NAALAD2;RCE1;CTSA;METAP1D;ACE;MME;ERAP1;PRSS16;NAALADL1;FOLH1;FAP;XPNPEP1;XPNPEP2;DPEP2;DPEP1;CPE;LAP3;DPEP3"
"zinc ion binding (GO:0008270)","175/336",0.508465159556098,0.903508825414348,0,0,1.00381067414058,0.67893596411274,"CDA;ADAMDEC1;TES;HDAC10;GDA;KDM1B;CBLB;PRDM2;IKZF4;RPH3A;TRIM28;ANPEP;DHX58;FNTB;TNFSF10;ENPP2;DPF3;ENPP1;ENPP3;ENPP5;ZFP37;NUDT12;PIAS4;KDM2A;KDM2B;SLC30A5;UPB1;ATAD3A;PLA2G15;CLIP1;LACTB2;WDFY1;DPEP1;ADAM8;TARS1;S100A9;KPNB1;S100A8;ENPEP;BLM;SHMT2;SHMT1;GLO1;KMT2B;ADH7;MEFV;RASGRP1;TRHDE;ADH5;KNG1;ACMSD;PITRM1;S100A13;ZKSCAN5;EGR1;ACE;SMAD3;LVRN;PDE2A;GRIN2B;MT3;ACR;BHMT;ACER3;ALB;NAPEPLD;MDM4;HRG;RBAK;MNAT1;ZCCHC4;ADA;KDM5A;SUV39H2;KDM5B;RNF11;USP33;CHD4;ECE1;CHD3;LITAF;GLI2;EEA1;IFIH1;TRIM8;ALAD;SHH;CALB1;CSRP1;SMPD1;TRIM2;CHMP1A;RNPEP;ARIH2;TIMP2;TIMP1;TK1;HIF1AN;CDADC1;MME;BHMT2;CAD;TET2;SORD;SIRT5;TET1;SIRT6;MYRIP;MMP8;RABGGTB;PTGR2;RBSN;MMP9;SIRT2;NAALADL1;SIRT3;ZDHHC15;MMP12;TRAF7;PLSCR1;ZEB1;TET3;PPARG;ARHGEF2;SMPDL3B;SHANK3;SMPDL3A;BIRC2;PAPPA2;PRKN;PDXK;ASAH2;GALT;ZDHHC20;UHRF1;TIMM9;AFM;TIMM13;TIMM10;RCHY1;SAMHD1;CRIP1;TMEM163;RNF5;RNF2;PRIMPOL;RXRA;SAP30L;PGGT1B;POLR2L;TIMM8B;KDM4A;PTPN1;AOC1;NQO2;SEC24A;GCH1;FBXL19;ERAP1;ADAM33;BBOX1;PEX12;KLF4;SOD1;SKI;KLF7;CD4;P2RX4;MSRB2;MSRB3;ATP13A2;SEC24D;SEC24C;LIMS1;MSRB1"
"MHC protein binding (GO:0042287)","15/28",0.509622603967187,0.903508825414348,0,0,1.06561020603205,0.718311663299209,"CD74;LAG3;MARCHF1;CD81;DERL1;TAP2;TAP1;ABCB9;PILRA;TAPBP;ATP5F1A;CD4;ATP5F1B;CLEC7A;MARCHF8"
"WW domain binding (GO:0050699)","16/30",0.515083779421797,0.903508825414348,0,0,1.05545311940997,0.700214738346154,"DAZAP2;NDFIP2;NDFIP1;WBP1;TNK2;CDC25C;WBP11;LITAF;PRRG4;SCNN1G;TRAF4;SCNN1B;SCNN1A;PMEPA1;KIF20B;TCEAL9"
"UDP-glycosyltransferase activity (GO:0008194)","44/84",0.515537603881404,0.903508825414348,0,0,1.01585860536991,0.673052071960412,"UGT1A10;POGLUT2;B4GALT1;POGLUT1;CHPF;HEXB;HEXA;GCNT1;B3GLCT;GXYLT2;RFNG;LFNG;CHSY1;HYAL1;B3GALT1;GCNT2;GCNT3;HAS2;UGT3A2;B4GALNT1;CHSY3;GCNT4;UGT3A1;LARGE1;B4GALNT3;UGT1A9;LARGE2;POGLUT3;B4GALNT2;B4GALNT4;B3GALNT1;UGT1A1;B3GALT5;POMGNT2;POMGNT1;EXT1;B3GNT9;B3GNT8;B4GAT1;B3GNT5;A4GNT;MGAT4A;B3GNT3;B3GNT2"
"frizzled binding (GO:0005109)","18/34",0.52503996437405,0.903508825414348,0,0,1.0389450867052,0.669372472053791,"WNT10B;WNT10A;WNT2B;WNT5B;FZD7;WNT5A;WNT8B;WNT7A;WNT9A;LRP6;SDCBP;WNT6;SFRP1;DVL1;CCDC88C;DVL2;NDP;WNT4"
"sodium channel activity (GO:0005272)","20/38",0.533961976953028,0.903508825414348,0,0,1.02610222479176,0.643807982547993,"GRIK3;SHROOM2;GRIK1;PKD2;CACNA1G;CACNA1I;SCNN1G;SCN11A;SCN8A;SCNN1B;SCNN1A;SCN7A;SCN5A;ASIC2;KCNK1;SCN2A;SCN3A;SCN4B;SCN1B;HCN2"
"5'-deoxyribose-5-phosphate lyase activity (GO:0051575)","3/5",0.537276192473447,0.903508825414348,0,0,1.38528138528139,0.860596352261808,"POLQ;XRCC5;HMGA2"
"activin receptor activity, type I (GO:0016361)","3/5",0.537276192473447,0.903508825414348,0,0,1.38528138528139,0.860596352261808,"ACVR1;ACVRL1;TGFBR1"
"acyl carnitine transmembrane transporter activity (GO:0015227)","3/5",0.537276192473447,0.903508825414348,0,0,1.38528138528139,0.860596352261808,"SLC25A48;SLC25A29;SLC25A20"
"ADP-ribose diphosphatase activity (GO:0047631)","3/5",0.537276192473447,0.903508825414348,0,0,1.38528138528139,0.860596352261808,"NUDT9;TRPM2;NUDT6"
"alpha-1,4-glucosidase activity (GO:0004558)","3/5",0.537276192473447,0.903508825414348,0,0,1.38528138528139,0.860596352261808,"MGAM;GAA;GANC"
"alpha-2A adrenergic receptor binding (GO:0031694)","3/5",0.537276192473447,0.903508825414348,0,0,1.38528138528139,0.860596352261808,"UCHL1;GRK2;ADRB1"
"anion:sodium symporter activity (GO:0015373)","3/5",0.537276192473447,0.903508825414348,0,0,1.38528138528139,0.860596352261808,"SLC13A1;SLC12A3;SLC13A4"
"C-X-C chemokine receptor activity (GO:0016494)","3/5",0.537276192473447,0.903508825414348,0,0,1.38528138528139,0.860596352261808,"GPR35;CXCR2;CXCR4"
"calcitonin family receptor activity (GO:0097642)","3/5",0.537276192473447,0.903508825414348,0,0,1.38528138528139,0.860596352261808,"CALCR;CALCRL;RAMP1"
