"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"regulation of tumor necrosis factor production (GO:0032680)","83/124",0.000510490374320618,0.0163085382349449,0,0,1.87641251788184,14.2234672864418,"SETD4;APP;HSPB1;TNFAIP3;PTPN22;PTPRJ;CLU;ORM2;CX3CL1;VSIR;PYCARD;C1QTNF4;IFIH1;SPN;ZC3H12A;SIRPA;TNFRSF8;LGALS9;TRIM27;LBP;CD34;CD33;CCR2;HAVCR2;SYK;IFNGR1;SPHK2;NFKBIL1;WNT5A;CYBA;IRAK3;MIF;MMP8;TIRAP;FOXP1;TLR1;TYROBP;SELENOS;FRMD8;IL23A;OAS2;OAS3;MAPKAPK2;RARA;TLR9;ARHGEF2;CD47;GAS6;TLR4;TLR3;TMEM106A;TLR2;ILRUN;CX3CR1;C5AR2;GSTP1;LPL;LY96;TWIST1;NLRC3;PSEN1;AGER;RASGRP1;THBS1;LILRA5;CLEC7A;DDT;CCL3;CD14;SLAMF1;ARFGEF2;IL33;FZD5;STAT3;NR1H4;IGF1;CD2;IL6;MAVS;PTPRC;SYT11;PTPN6;PF4"
"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)","80/119",0.000520551280354865,0.0165419629090546,0,0,1.90118339372071,14.3741292842926,"NDUFA13;PRR7;HIP1;TRADD;ATP2A3;TNF;BBC3;ROBO1;PYCARD;CASP9;CASP12;CASP8;AIFM1;FAM162A;MYC;CASP4;ARL6IP5;TNFSF10;CASP1;RACK1;CASP2;LGALS9;CTSD;MAP3K5;BOK;NKX3-1;APAF1;SYK;DAPK1;F2R;MUL1;TRAF2;NGF;F3;SIRT1;SENP1;LCK;COL4A3;PPARG;MAPT;S100A9;S100A8;BEX3;SLC22A2;HTRA2;RPS27L;NOD1;BCL10;NLRC4;MALT1;HSPD1;BCL2L13;CLEC7A;NLRP3;PMAIP1;BID;XDH;BCAP31;FIS1;NGFR;CASP8AP2;EGLN3;SMAD3;GSN;CRADD;TNFSF15;BAD;CARD9;LAPTM5;TNFRSF10B;CFLAR;HSPE1;ST18;DAP;NLRP12;REST;CYCS;BAX;FAS;ANP32B"
"regulation of actin filament bundle assembly (GO:0032231)","22/26",0.000539685988902916,0.0170597581544785,0,0,5.08760601387818,38.2818089220894,"PRKN;PTGER4;ROCK2;FHOD1;SYNPO2;PLEK;LIMK1;RDX;ASAP3;WAS;TSC1;CX3CL1;CDC42;VIL1;SYNPO2L;ALMS1;SYNPO;PFN1;SHANK3;PFN3;PFN2;SHANK1"
"ameboidal-type cell migration (GO:0001667)","39/52",0.000565373767046942,0.0176183242929449,0,0,2.77700550246163,20.7665124374151,"SEMA5A;SEMA7A;SEMA3C;PKN3;SEMA3D;SEMA3A;SEMA3B;HTR2B;SEMA3G;AMOT;CORO1C;PDLIM1;SHH;SGPL1;ERBB4;ANXA6;GPC3;AKT1;CCN3;ITGB7;NRTN;SOX8;SRGAP2;PHACTR4;NANOS1;SEMA6B;SEMA6C;SEMA4A;CENPV;SEMA6A;ITGA4;SEMA4D;SEMA6D;SEMA4C;SEMA4F;SEMA4G;GDNF;RADIL;AMOTL1"
"regulation of cell growth (GO:0001558)","137/217",0.000565377994458877,0.0176183242929449,0,0,1.5891652860345,11.8838034892741,"RB1;CDA;NDUFA13;TFRC;FAM107A;JADE1;CIB1;ENO1;TMEM97;CXCL16;RPS6KA3;GJA1;STK11;SOX17;SESN2;ADNP2;AKT1;PLCE1;ENPP1;CCN3;ROS1;MFSD2A;TSPYL2;PABIR1;CSNK2A1;ADAM10;MUL1;CGRRF1;ATAD3A;SFRP1;ADAM17;SFRP2;PRKCQ;S100A9;S100A8;PSMD10;URI1;NDRG3;DCUN1D5;NPR1;DCUN1D3;HPN;LTBP4;PRDM11;RTN4;SOCS2;CYP27B1;SDCBP;SMAD3;TGFB1;PTCH2;OSGIN1;INHBA;SMARCA2;MT3;ESR2;BST2;NET1;BCL6;CAPRIN2;PPT1;MELTF;HRG;BAP1;EIF4G2;EIF4G1;ACVRL1;OGFR;CDKN1A;BTG1;SLC44A4;FHL1;KIF14;PTPRJ;DNPH1;RERG;PPP1R9B;RPTOR;TCHP;FLCN;HYAL1;HNF4A;HYAL2;RACK1;DACT3;ARHGEF11;SPHK2;SPHK1;TMC8;SIRT1;IL17RB;TGFBR1;SUPV3L1;DCSTAMP;CEACAM1;MMP14;PSRC1;NDUFS3;SGK1;SGK2;FBP1;FXN;VGLL4;PAPPA2;MTPN;CAMK2D;EI24;CDC42;DNAJB2;EXOSC4;FRZB;GNG4;SH3BP4;SPOCK1;RBBP7;SLIT2;TAF9B;CDKN2D;CDKN2C;EGLN2;CDKN2A;AGT;MTOR;PML;DCBLD2;MAD2L2;KIF26A;LAMTOR2;CHPT1;LAMTOR1;CRLF3;CEP43;EBAG9;SLC25A33;HSPA1B;SIPA1;HSPA1A"
"positive regulation of ERK1 and ERK2 cascade (GO:0070374)","111/172",0.000566156608148247,0.0176183242929449,0,0,1.68771185022637,12.6184136328511,"APP;CIB1;FGF2;PHB2;TNF;ICAM1;PYCARD;BMPER;KDR;TNFSF11;CCN2;LGALS9;PDE8A;PDGFRB;PDGFRA;FBXW7;F2R;SERPINF2;PRKCA;MIF;NPNT;MTURN;GAREM1;PRKD2;ROR1;ROR2;SEMA7A;SHC1;C5AR1;PDGFB;PDGFA;GATA4;FPR2;TNFRSF11A;AGER;PRKCZ;RASGRP1;APELA;CALCR;PDGFD;APOE;SLAMF1;CCR1;TGFB1;ABCA7;MT3;MARCO;MFHAS1;BMP2;PTPRC;GPR183;PRXL2C;FGFR4;FGFR3;FGFR2;MAP3K12;NRP1;ARHGAP8;FLT4;HTR2B;ARRB1;PTPN22;TREM2;ARRB2;ADRA1A;CX3CL1;GLIPR2;FFAR4;CCR7;TNFAIP8L3;CD36;HRAS;FGB;FGA;ATP6AP1;DENND2B;FGG;TIRAP;CHI3L1;XCL1;GAS6;CD44;CCL11;P2RY6;CCL8;CCL7;GPNMB;DDT;ERBB4;CCL5;CCL4;CCL3;GCNT2;CCL2;PTK2B;ALKAL2;CCL1;CCL17;NTRK1;CCL24;CD74;NTRK2;CCL22;CCL20;NTRK3;CARD9;GPR55;SCIMP;CD4;F2RL1;TEK"
"negative regulation of Wnt signaling pathway (GO:0030178)","122/191",0.000570657496314449,0.0176668501178587,0,0,1.64027338218785,12.2507448451334,"JADE1;TMEM131L;TSKU;PSMD8;PSMD9;PSMD6;STK11;SOX17;PSMD5;PSMD3;GRB10;SOX9;LZTS2;IGFBP1;TLE2;IGFBP4;CTNNBIP1;IGFBP2;WNT5A;SOX13;TSC2;DKK1;DKK2;HIC1;TLE6;DKK3;RBX1;SHISA6;TLE5;SFRP4;SFRP1;SFRP2;FRMD8;SFRP5;PSME4;PSME1;PSME2;ALPK2;TRABD2B;PSMD10;PSMD12;PSMD13;CUL3;STK4;STK3;HMGXB4;RNF213;DVL1;DVL2;NPHP3;APOE;IGFBP6;WWTR1;FZD4;SIAH2;FZD6;FUZ;NFATC1;MCC;UBAC2;BMP2;DAB2;CCDC88C;SNAI2;INVS;DRAXIN;PTPRU;GSK3A;CITED1;GLI1;GLI3;RACK1;DACT3;SOSTDC1;SOST;EMD;ANKRD6;DACT1;APC2;AXIN2;GREM1;PSMA4;TAX1BP3;PFDN5;MDFI;VGLL4;RBMS3;AMER1;PRKN;AMER2;LRP1;HDAC1;NXN;LRP4;MLLT3;NKD1;PSMB10;LRP6;NKD2;PSMB6;PSMB7;PSMB4;PSMB5;FRZB;PSMB3;PSMB1;TCF7L2;WWOX;CSNK1A1;AMFR;TPBG;DKKL1;TMEM64;BICC1;PSMB8;PSMB9;MAD2L2;PSMC5;PSMC3;PSMC1;PSMC2;NOTUM"
"protein targeting to peroxisome (GO:0006625)","24/29",0.000574723785831927,0.0177014926036234,0,0,4.44048582995951,33.1332223414481,"PEX16;FIS1;ABCD2;ACBD5;ABCD3;PEX19;PEX10;PEX1;PEX12;GDAP1;PEX13;PEX14;PEX26;ALDH3A2;PEX7;SLC25A17;PEX3;PEX6;PEX5;PXMP2;LONP2;PXMP4;HACL1;RAB8B"
"regulation of regulated secretory pathway (GO:1903305)","28/35",0.00057844426267442,0.0177251849062376,0,0,3.70106075216972,27.5920310327638,"RAB3A;DOC2A;LRRK2;RAB3D;RIMS2;RIMS3;SYT5;SYT3;SNAPIN;SYT2;DTNBP1;SEPTIN5;RAB27A;SYT15;SYT13;SYT9;SYT8;SYN1;SYT7;UNC13D;SYT17;SYT6;PREPL;SYT12;TRPV6;RAB15;SYT11;RAB5A"
"positive regulation of reactive oxygen species metabolic process (GO:2000379)","37/49",0.000624351514090506,0.0190347979371958,0,0,2.85389119454364,21.0582838540864,"CDKN1A;ITGAM;PID1;GSTP1;ITGB2;PDGFB;FPR2;SLC5A3;THBS1;CLEC7A;ZC3H12A;ROMO1;CD36;XDH;PDGFRB;CBR1;TGFB1;SYK;GADD45A;DCXR;PRKCD;ACOD1;RAB27A;CYBA;MMP8;MAPK14;AGT;RNF41;TGFBR2;DHRS4;SOD1;TYROBP;F2RL1;GRB2;MAPT;TLR6;TLR4"
"cellular response to oxygen-containing compound (GO:1901701)","197/323",0.000635294734344234,0.0192706069417751,0,0,1.45237239424084,10.6915253953775,"PID1;AQP8;GFI1;AQP9;SERPINE1;ACTB;AQP1;IL36A;ZC3H12A;ADNP2;AKT1;PDK3;MPV17;SOX9;PDK2;MEF2C;DAPK1;NFKBIL1;PRKCD;ACOD1;SFRP1;RRAGC;KCNQ1;LARS1;NSMF;PRKD1;EZR;CFTR;EPHA3;GPLD1;SHMT1;PDGFB;TWF2;BCL10;PRDX3;PRDX5;CD14;LYN;EGR1;WNT10B;JUN;XBP1;FZD4;FZD7;PDE2A;IL36G;NR1D1;PPBP;IL1F10;SETX;CPEB1;PTK7;PDE3A;CPEB3;CPEB4;PTPRK;RPTOR;ANKRD1;FFAR2;CCR5;GIT1;UPF1;NCOA3;TESC;GPBAR1;FOS;PDCD1LG2;WNT9A;RHOA;FAM210B;IL1B;RAPGEF1;MAPT;TLR4;RAPGEF3;TLR2;GSTP1;UCP1;WNT8B;ADCY6;RELA;CAMKK2;P2RY12;AOC1;DMTN;NR1H4;NR1H3;AXL;LAMTOR2;LAMTOR1;CD68;LAMTOR4;LAMTOR5;PF4;CD86;NDUFA13;GUCY1B1;NCF1;IRS1;CD80;CIB2;RORA;AHR;ZFAND1;CXCL13;IPO5;PYCARD;SESN2;CAPN2;SIRPA;TGM2;PDGFRA;TICAM2;IGFBP5;WNT5B;CD180;TPM1;WNT5A;TICAM1;SELENOS;SHPK;DPEP1;CD274;KCNE1;INSIG1;HTRA2;LPL;LY96;FOXO1;ZFP36L1;RAP1B;WNT6;SBNO2;BRINP1;IRAK1;NLRP3;ESR1;MT3;NFKB1;SSH1;CXCL10;FER;IL6;NR4A3;FES;CDK2;GNB1;MYD88;SLC26A6;NFKBIB;CXCL9;HMGB2;TNFAIP3;CXCL1;CXCL3;PKD2;CXCL2;CXCL5;CASP1;PDE4B;LBP;CHUK;MMP3;TNFRSF1B;MMP9;TIRAP;CREB1;CERS1;CHMP5;CX3CR1;LTK;ROCK2;MAPK9;P2RY6;GNG2;PABPN1;P2RY2;NRIP1;CCL2;PTK2B;SH3BP4;ROMO1;SLIT2;H2AZ1;MAPK14;MTOR;TSHR;P2RX7;P2RX4;P2RX3;TNIP2;TNIP3;VIM;FOLR1;HCN2;CCDC62;KCNK4"
"peptidyl-serine modification (GO:0018209)","109/169",0.000651952395773297,0.0196670293804272,0,0,1.68477338257686,12.3587208731275,"POGLUT2;POGLUT1;GALNT16;RPS6KA3;RPS6KA6;RPS6KA2;AKT3;AKT1;PDK3;PRKACA;STK32A;POGLUT3;STK32B;STK32C;CSNK1G3;MORC3;PRKCI;PRKCH;CSNK2A1;PRKCB;PRKCE;PRKCD;LMTK2;CSNK1D;PRKCA;VRK1;CSNK1E;VRK2;VRK3;UHMK1;MAPKAPK3;DGKQ;MAPKAPK2;ULK3;PRKCQ;PRKD2;ULK1;PRKD1;CSNK1G1;BRSK1;PDGFB;STK39;STK4;PRKCZ;TTBK1;GRK2;STK38;CLSPN;PCK1;MARK2;MARK1;DMPK;NEK6;PLK2;PLK1;DCLK3;CDC7;WNK1;CDK2;CDK1;MAP3K12;DYRK3;DYRK2;MAST4;MAST3;LRRK2;MAST1;PKD1;NTMT1;TLK1;IKBKE;MAP4K1;CAMK1D;CHUK;PARP2;PDPK1;MASTL;TGFBR1;TGFBR2;GAS6;SGK1;SGK2;CAMK2D;PNCK;PKN3;ROCK2;PRKX;TTK;AURKA;MAPK9;MGAT5B;MKNK1;MKNK2;PAK2;HIPK4;GALNT4;GALNT3;CSNK1A1;GALNT1;HIPK1;MAPK14;HIPK3;MTOR;MAPK13;PINK1;CAMK4;RPS6KB2;CAMK1;CDK5R1"
"protein import into mitochondrial matrix (GO:0030150)","17/19",0.000654912733280957,0.0196670293804272,0,0,7.86051440131009,57.6254983843099,"DNAJC19;TOMM40;PAM16;TOMM20L;TIMM23;TIMM44;TIMM21;DNAJC15;TOMM20;TOMM40L;TIMM50;GRPEL1;GRPEL2;DNLZ;TIMM17A;TIMM17B;ROMO1"
"carboxylic acid transport (GO:0046942)","42/57",0.000660198622425082,0.0197271289864928,0,0,2.59208188489764,18.9817374274228,"SLC66A1;SLC23A1;AQP9;SLC1A1;SLC1A4;SLC3A2;SLC1A5;SLC7A1;SLC25A29;PSAP;SLC17A5;SLC16A7;SLC38A6;SLC16A9;SLC16A2;SLC17A1;SLC38A3;SLC16A3;SLC17A2;SLC36A4;SLC38A2;SLC16A4;SLC17A3;SLC16A5;SLC36A1;SLC13A3;SLC38A1;SLC36A2;SLC16A1;SLC6A17;SLC6A15;SLC6A13;SLC16A12;SLC6A12;SLC16A11;SLC16A14;SLC16A13;SLC7A5;SLC7A6;SLC6A7;SLC7A8;SLC25A10"
"phosphorylation (GO:0016310)","240/400",0.000686002440578235,0.0203966864263014,0,0,1.39427052569403,10.1567440247522,"APP;GMFB;PANK3;CERK;MAML1;GMFG;TESK2;CHEK2;AKT3;CHEK1;AKT1;PDK3;PRKACA;XYLB;PDK2;ACVR1;PRKCI;EPHA7;PRKCH;CSNK2A1;DAPK1;PRKCB;DAPK2;PRKCE;PRKCD;PRKCA;CSNK1D;CSNK1E;PASK;HASPIN;PRKAB1;RUNX3;BCR;PRKAR1B;BTK;SIK3;PRKD2;SIK1;ULK1;PRKD1;TRIB1;TRIB2;CERKL;CTBP1;PDGFB;WNK4;PRKCZ;TTBK1;NUAK1;CDK17;LYN;PLK4;PRRT1;CDK18;CDK19;DMPK;PLK2;INSR;PLK1;EIF2AK2;EIF2AK4;DCLK1;GNPTG;MEX3B;WNK1;TOLLIP;CDK14;CDK16;ACVRL1;FASTK;IKBKE;JAK3;JAK1;MAP4K1;MAP4K2;SYK;SPHK2;SPHK1;STRADB;MINK1;TYK2;HCK;RARA;FAM20B;PICK1;GAS6;SGK1;HCST;SGK2;RNASEL;CCL11;PKN3;CAMKK2;PAK1;PAK6;MAP4K5;PAK3;PAK2;MAP4K4;MAP3K1;GK;CSNK1A1;GLYCTK;STAT3;HIPK1;HIPK3;TAOK3;CAMK4;STK17B;COQ8A;CAMK1;FRK;DGKE;DGKB;MYLK3;NRBP2;STK10;STK11;GNPTAB;PIM1;NEK2;PIM3;MAP3K9;PIM2;MAP3K6;ROS1;MAP3K5;CDKL2;MORC3;LMTK3;MATK;ADAM10;LMTK2;VRK1;VRK2;NRBP1;CDC25B;ILF3;MELK;CCNE1;DGKQ;MAK;SHPK;MAPKAPK2;TNIK;TSSK4;DGKK;CDKL1;BRSK1;PXK;STK39;STK4;STK3;GRK3;FGGY;TKFC;GRK2;GRK5;IRAK1;STK36;STK38;GRK6;ABL1;MAP3K20;PGK1;NADK;MARK2;MARK1;TGFB1;NEK6;TNK2;CLK2;CDK8;TBCK;BMP2;FER;CDK6;CDK4;STK25;CDK2;CDK1;PI4KA;MAP3K12;BMPR1A;FGFR1;ALK;DYRK3;GSK3A;DYRK2;LRRK2;MAST1;HTR2B;PIK3CD;ILK;PIK3CB;PIK3CG;HK1;PRKG2;TLK1;PRKG1;CHUK;PDPK1;IRAK3;TGFBR1;TGFBR2;FGR;ZAP70;CREB1;LCK;PEAK1;BIRC5;BIRC6;CILK1;PRKAA1;CAMK2D;LTK;PRKAA2;ROCK2;AURKB;AURKA;MAPK9;MKNK1;MKNK2;CCL2;PTK2B;CSK;FYN;MAPK6;FNIP2;NTRK1;CDC42BPG;LIMK2;LIMK1;MERTK;MTOR;BCKDK;MAPK10;PINK1;SNRK;POMK"
"sulfur compound biosynthetic process (GO:0044272)","76/113",0.000695732567947708,0.0205840876999701,0,0,1.90341281021382,13.8388488955182,"B4GALT2;B4GALT1;CHPF;OPLAH;GGTA1;HPGDS;DSE;CHAC2;GGT1;GSTK1;CHST9;GSTO2;GSTO1;GLCE;OMD;AKR1A1;BGN;DCN;UGDH;VCAN;B3GNT3;B3GNT2;CHST1;HAGH;B4GALT4;CHST2;B4GALT5;CHST3;SLC26A1;MGST3;GSTP1;MGST1;GSTT1;PRELP;MAT2B;LIAS;PAPSS2;PAPSS1;CHST11;CHSY1;MAT2A;CHST12;CBS;DSEL;ESD;ST3GAL4;CHSY3;CHST14;ST3GAL1;ST3GAL2;GGT5;GSTM4;MPST;GGT7;GSTM2;GGT6;GSTM1;SLC10A7;LUM;TPK1;GSS;GGCT;GSTZ1;GCLC;B4GAT1;GSTA4;GSTA3;CTH;GSTA2;OGN;UST;GSTA1;CSPG4;GCLM;CDO1;GSTM5"
"wound healing (GO:0042060)","50/70",0.00070827146533292,0.0208523451999486,0,0,2.31494008504059,16.7895268604081,"SCARB1;TRIM72;RAB3A;ITGB3;DYSF;MIA3;FGF1;CLDN1;FGF2;TSKU;EPB41L4B;SMPD1;ANXA6;KRT6A;DSP;PDGFRA;DST;SLC11A1;MYOF;TPM1;WNT5A;NRG1;TGFBR1;EREG;MMP12;JAML;MYH9;ARL8B;PLEC;FUT10;PDGFA;GATA4;PRCP;EVPL;PPL;CORO1B;PAK1;ERBB3;HMOX1;FER1L5;SMAD3;FZD7;WNT7A;CFLAR;IGF1;SYT7;DCBLD2;COL3A1;SYT11;HPSE"
"positive regulation of defense response (GO:0031349)","67/98",0.000713550187303848,0.0209052801216923,0,0,2.00229500313807,14.5071434571945,"SETD4;APP;TRADD;SERPINE1;IFI35;ETS1;TNF;CX3CL1;HYAL2;NFKBIZ;CCN4;GPSM3;CCR2;ZBP1;GBP5;TASL;MEF2C;IL15;WNT5A;IL18;CYBA;IL16;EREG;IL17RA;TNFRSF1A;GPRC5B;PLSCR1;IL23A;IL1B;NINJ1;TLR9;TLR8;ADAM8;TLR7;CD47;S100A9;TLR4;S100A8;TLR3;TLR2;PTGER4;GRN;LPL;FPR2;PLA2G7;NPAS2;LILRA5;DDT;CCL5;CCL3;CCL1;IL33;TSLP;FEM1A;PDE2A;OSM;GPR4;NMI;AGT;MAPK13;NFKBIA;NLRP12;NLRP10;POLR3B;TNIP1;NAPEPLD;POLR3G"
"positive regulation of MAPK cascade (GO:0043410)","169/274",0.000717820783571145,0.0209283088647005,0,0,1.49434427793994,10.8179925220023,"APP;WWC1;CIB1;FGF1;PHB2;FGF2;TNF;ICAM1;PYCARD;BMPER;ARL6IP5;KDR;TNFSF11;CCN2;LGALS9;PDE8A;PDGFRB;PDGFRA;FBXW7;SERPINF2;F2R;PRKCA;MIF;NPNT;MID1;MTURN;GAREM1;PRKD2;ADAM8;ROR1;ROR2;SEMA7A;SHC1;C5AR1;LPAR1;PDGFB;PDGFA;GATA4;FPR2;IQGAP1;PRKCZ;AGER;RASGRP1;PIK3R6;INAVA;PIK3R5;APELA;CALCR;DHX33;IRAK1;PDGFD;APOE;SLAMF1;KLHDC10;CCR1;TGFB1;INSR;IGF2;LIF;EIF2AK2;ABCA7;IGF1;MT3;MARCO;MFHAS1;BMP2;IL6;PTPRC;STK25;GPR183;PRXL2C;FGF18;FGFR4;FGFR3;FGFR2;EZH2;FGFR1;MAP3K12;BCAR3;NRP1;CD40;ARHGAP8;FLT1;FLT3;DIRAS1;FLT4;LRRK2;DIRAS2;DUSP19;HTR2B;PTPRJ;ADRA1D;ARRB1;PTPN22;TREM2;ARRB2;ADRA1B;ADRA1A;CX3CL1;PIK3CG;ROBO1;GLIPR2;FFAR4;CCR7;TNFAIP8L3;CD36;HRAS;FGB;IL11;FGA;EDN1;EDN3;ATP6AP1;KSR1;DENND2B;FGG;MMP8;ADRA2B;TIRAP;TRAF7;KIT;TLR9;CHI3L1;XCL1;GAS6;CD44;TMEM106A;CCL11;ROCK2;PELI2;LILRA5;P2RY6;CCL8;GPNMB;CCL7;DDT;ERBB4;CCL5;CCL4;GCNT2;CCL3;CCL2;PTK2B;ALKAL2;CCL1;CCL17;NTRK1;CCL24;CD74;NTRK2;CCL22;CCL20;GDF15;EGF;IL34;NTRK3;CARD9;GPR55;SEMA4C;LAPTM5;OSM;TPD52L1;SCIMP;VEGFA;CD4;TAOK3;F2RL1;LAMTOR1;TEK"
"G2/M transition of mitotic cell cycle (GO:0000086)","86/130",0.000725826093341662,0.0209765813603296,0,0,1.81163163833839,13.0948360123825,"CDKN1A;CETN2;CEP164;CCP110;PPP2R2A;FOXM1;ACTR1A;TUBA1A;CHEK2;CNTRL;CEP250;NEK2;PRKACA;SKP2;PHLDA1;CEP290;NINL;YWHAG;SKP1;OFD1;BORA;CEP135;PPP1R12A;FBXW11;CEP131;HAUS3;CSNK1D;HAUS6;CSNK1E;HAUS5;CDC25C;DYNLL1;MASTL;TUBG1;CKAP5;CDC25A;TUBA4A;HAUS2;CDC25B;DNM2;CCNA2;MELK;CCNY;MAPRE1;PLCB1;AJUBA;SFI1;SDCCAG8;BRSK1;KHDRBS1;DYNC1I2;SSNA1;DCTN3;USH1C;PKMYT1;ARPP19;AURKA;CCNB2;CCNB1;HAUS8;CEP70;CEP192;PCNT;LCMT1;CLASP1;CEP78;PLK4;PLK3;CDKN2B;ODF2;NDE1;PLK1;FBXL17;FBXL15;TPD52L1;TUBB4A;CENPJ;CDK2;ALMS1;CDK1;FBXL3;CEP41;MNAT1;CDK14;NES;CEP43"
"negative regulation of signal transduction (GO:0009968)","165/267",0.000726461692132627,0.0209765813603296,0,0,1.50177338598881,10.8538040450771,"RB1;PID1;IRS1;FGF2;TNF;TSKU;HERC4;RGS2;UBASH3B;GRB14;PALM;GRB10;AKT1;PIP4K2A;ENPP1;PIP4K2B;PIP4K2C;TNS2;ACVR1;SEMA6A;CSNK2A1;IGFBP5;PRKCB;FBXW7;NFKBIL1;PRKCD;CTNNBIP1;TSC2;RPGRIP1L;MAPK8IP2;DKK1;HIC1;KCTD6;DKK3;SIGIRR;SFRP4;SFRP1;SFRP2;SFRP5;DDIT4;TYRO3;ULK3;PRKCQ;TRIB1;TRABD2B;SLC27A4;GRB7;LRPAP1;NOTCH3;MTMR2;MAZ;GATA4;ADAMTS12;GATA2;PRKCZ;TMEM25;HMGXB4;SOCS1;ZBTB7A;SLAMF1;BRAP;LYN;MPIG6B;NIBAN2;BDNF;SIAH2;PTCH2;RITA1;IFT122;NFATC1;BMP5;NR4A2;PTPRE;BMP2;PTPRC;SNAI2;HRG;EZH2;LGMN;GSK3A;CITED1;LRRK2;PLEK;TNFAIP3;PTPRJ;ARRB1;NRARP;PIK3CB;CX3CL1;GLI3;RNF157;CYP26B1;HHEX;SMPD1;SUFU;RACK1;SOSTDC1;DACT3;EMILIN1;HIF1AN;SOST;APPL1;DACT1;NCK1;NKX3-1;PHACTR4;PTGIR;SLC2A10;IRAK3;KIF7;DCN;MMP14;IL1B;MMRN2;TMBIM1;TLR9;CRY1;TAX1BP3;TMBIM6;CD47;SMPDL3B;MDFI;VGLL4;PLIN5;KANK2;CX3CR1;KANK1;LEPROT;ASAH2;LRP1;MGRN1;NXN;PALM3;TULP3;DLL1;NTN1;THBS1;NKD1;NKD2;ERBB3;FRZB;KCTD21;GPC1;CCL5;GPC3;XDH;BEND6;WWOX;PTPN1;GDF15;EGF;WWP2;PTPN12;SULF1;AGT;SULF2;APLN;ASXL1;NLRP12;KIF26A;NEDD4;SPRY1;NOTUM;LGR4;PTPN2"
"response to interferon-gamma (GO:0034341)","56/80",0.000783364788765681,0.0223895650100489,0,0,2.160961773996,15.4550086254318,"IFITM3;CD40;CIITA;IFITM1;IFITM2;CITED1;IL23R;AQP4;CX3CL1;CXCL16;SYNCRIP;KYNU;CASP1;SIRPA;LGALS9;TRIM21;GBP6;GBP5;GBP7;DAPK1;SLC11A1;WNT5A;ACOD1;RPL13A;IRF8;XCL1;CD47;GAPDH;TLR4;TLR2;SP100;CCL11;MEFV;AIF1;CYP27B1;CCL8;CCL7;CCL5;UBD;CCL4;CCL3;CCL2;CCL1;GBP2;IL12RB1;CCL17;GBP4;CCL24;CD74;CCL22;GCH1;CCL20;STAT1;BST2;SHFL;SLC26A6"
"glutathione derivative biosynthetic process (GO:1901687)","19/22",0.000800723878919613,0.0223895650100489,0,0,5.85737225808524,41.7630313448323,"GSTM4;GSTK1;GSTM2;GSTM1;GSTO2;GSTO1;GSTP1;MGST3;AKR1A1;MGST1;GSTT1;GSTZ1;HPGDS;GSTA4;GSTA3;GSTA2;ESD;GSTA1;GSTM5"
"glutathione derivative metabolic process (GO:1901685)","19/22",0.000800723878919613,0.0223895650100489,0,0,5.85737225808524,41.7630313448323,"GSTM4;GSTK1;GSTM2;GSTM1;GSTO2;GSTO1;GSTP1;MGST3;AKR1A1;MGST1;GSTT1;GSTZ1;HPGDS;GSTA4;GSTA3;GSTA2;ESD;GSTA1;GSTM5"
"osteoclast differentiation (GO:0030316)","19/22",0.000800723878919613,0.0223895650100489,0,0,5.85737225808524,41.7630313448323,"FARP2;ANXA2;CSF1;SRC;GLO1;SNX10;TREM2;GAB2;TNFRSF11A;MAPK14;FOXP1;DCSTAMP;SBNO2;EFNA2;TYROBP;GPR183;OCSTAMP;TNFSF11;EPHA2"
"negative regulation of defense response (GO:0031348)","59/85",0.000805513141037178,0.0223895650100489,0,0,2.10176553304515,14.9730428990396,"RB1;TNFAIP6;TRAF3IP1;CXCL17;TNFAIP3;RORA;METRNL;C1QTNF3;CDH5;C1QBP;DHX58;FFAR4;SIRPA;CCN3;ENPP3;TNFAIP8L2;TRIM21;PTGIS;PRKCD;ACOD1;MUL1;TRAFD1;IRAK3;SIRT2;TNFRSF1A;PPM1B;FNDC4;SELENOS;TYRO3;PPARG;PPARA;SMPDL3B;PPARD;ILRUN;PTGER4;MACIR;MVK;NLRC3;AOAH;FPR2;MEFV;MAPK7;ALOX5;PCBP2;NLRP3;APOE;FEM1A;NR1H4;NR1H3;NMI;NR1D1;KLF4;MFHAS1;NLRP12;PROC;LPCAT3;SAA1;TEK;PTPN2"
"regulation of cell cycle G2/M phase transition (GO:1902749)","59/85",0.000805513141037178,0.0223895650100489,0,0,2.10176553304515,14.9730428990396,"DYRK3;CETN2;CEP164;KIF14;CCP110;ACTR1A;TUBA1A;CNTRL;CEP250;NEK2;PRKACA;CEP290;GTSE1;NINL;YWHAG;OFD1;CEP135;CEP131;HAUS3;CSNK1D;HAUS6;CSNK1E;HAUS5;DYNLL1;TUBG1;CKAP5;HAUS2;TUBA4A;ATF5;MAPRE1;SFI1;SDCCAG8;DYNC1I2;SSNA1;DCTN3;HMMR;MACROH2A1;AURKA;HAUS8;CEP70;CEP192;PCNT;CLASP1;CEP78;PLK4;NPM1;ATAD5;ODF2;NDE1;PLK1;TUBB4A;TPX2;CENPF;CENPJ;ALMS1;CDK2;CDK1;CEP41;CEP43"
